### DATA:

         Q               I              Error
1.53219759E-01 2.34401916E-06 2.66413170E-07
1.53507088E-01 2.15062524E-06 2.68914814E-07
1.53794417E-01 1.81491320E-06 2.69995222E-07
1.54081745E-01 1.89872799E-06 2.64316575E-07
1.54369072E-01 2.10925566E-06 2.66784057E-07
1.54656399E-01 2.20739398E-06 2.66571903E-07
1.54943724E-01 1.93753278E-06 2.68486930E-07
1.55231049E-01 1.89952748E-06 2.67729163E-07
1.55518373E-01 2.24864051E-06 2.65328255E-07
1.55805696E-01 2.07140155E-06 2.66515932E-07
1.56093019E-01 1.83306185E-06 2.66401782E-07
1.56380341E-01 2.23605581E-06 2.65499185E-07
1.56667662E-01 1.99603482E-06 2.65038321E-07
1.56954982E-01 2.26587057E-06 2.63871326E-07
1.57242301E-01 1.78984380E-06 2.66134335E-07
1.57529620E-01 1.93202548E-06 2.63765373E-07
1.57816937E-01 1.83132007E-06 2.61213402E-07
1.58104254E-01 1.82052189E-06 2.64126546E-07
1.58391570E-01 1.95437595E-06 2.64150181E-07
1.58678886E-01 1.70137374E-06 2.66000491E-07
1.58966200E-01 2.29598244E-06 2.60599965E-07
1.59253514E-01 2.48336583E-06 2.63862886E-07
1.59540827E-01 1.76738996E-06 2.62941979E-07
1.59828139E-01 1.52289139E-06 2.64075683E-07
1.60115451E-01 2.06768573E-06 2.62791960E-07
1.60402761E-01 2.03482026E-06 2.60127637E-07
1.60690071E-01 1.75505758E-06 2.62529366E-07
1.60977380E-01 1.75642745E-06 2.62325030E-07
1.61264688E-01 1.49433355E-06 2.61986233E-07
1.61551996E-01 2.26383332E-06 2.61506314E-07
1.61839302E-01 1.84268465E-06 2.55921197E-07
1.62126608E-01 1.84374080E-06 2.59412042E-07
1.62413913E-01 1.90300259E-06 2.57584973E-07
1.62701217E-01 1.94467162E-06 2.56393373E-07
1.62988520E-01 1.31855682E-06 2.59199289E-07
1.63275822E-01 1.90913841E-06 2.59946711E-07
1.63563124E-01 1.52259787E-06 2.58852806E-07
1.63850425E-01 1.71053452E-06 2.57061422E-07
1.64137725E-01 1.69721531E-06 2.57450320E-07
1.64425024E-01 1.67840748E-06 2.57618985E-07
1.64712322E-01 1.86399673E-06 2.57403057E-07
1.64999620E-01 1.96384945E-06 2.56337691E-07
1.65286917E-01 1.94159705E-06 2.57248415E-07
1.65574212E-01 1.84836937E-06 2.56429925E-07
1.65861507E-01 1.17531749E-06 2.52945792E-07
1.66148802E-01 1.12807766E-06 2.51144256E-07
1.66436095E-01 1.96344941E-06 2.51592666E-07
1.66723387E-01 1.90815217E-06 2.51718501E-07
1.67010679E-01 1.98117258E-06 2.56191543E-07
1.67297970E-01 1.86282800E-06 2.53076475E-07
1.67585260E-01 1.76122056E-06 2.54759141E-07
1.67872549E-01 1.99771788E-06 2.53541613E-07
1.68159837E-01 2.03112627E-06 2.54935287E-07
1.68447125E-01 1.65277830E-06 2.54684623E-07
1.68734412E-01 1.63110830E-06 2.53461623E-07
1.69021697E-01 1.44835325E-06 2.52861079E-07
1.69308982E-01 1.29958075E-06 2.52698022E-07
1.69596266E-01 2.28066357E-06 2.54081420E-07
1.69883549E-01 1.93133089E-06 2.53343474E-07
1.70170832E-01 1.39388436E-06 2.51996834E-07
1.70458113E-01 1.57390774E-06 2.54580285E-07
1.70745394E-01 1.51690586E-06 2.51533140E-07
1.71032674E-01 1.50427880E-06 2.52639660E-07
1.71319953E-01 1.53286865E-06 2.52208390E-07
1.71607231E-01 1.85000469E-06 2.53390959E-07
1.71894508E-01 1.25182218E-06 2.53142260E-07
1.72181784E-01 1.43952282E-06 2.49148023E-07
1.72469060E-01 1.44866490E-06 2.54206886E-07
1.72756335E-01 1.69456701E-06 2.51081396E-07
1.73043608E-01 1.43435272E-06 2.52075169E-07
1.73330881E-01 1.80476996E-06 2.53340582E-07
1.73618153E-01 1.34033887E-06 2.49562672E-07
1.73905424E-01 2.11706878E-06 2.53465720E-07
1.74192695E-01 9.49439430E-07 2.52190479E-07
1.74479964E-01 1.40256611E-06 2.50665319E-07
1.74767232E-01 1.59395521E-06 2.50026642E-07
1.75054500E-01 1.63345930E-06 2.48871534E-07
1.75341767E-01 8.99091164E-07 2.51699430E-07
1.75629033E-01 1.66248523E-06 2.49604329E-07
1.75916298E-01 1.59052612E-06 2.50009338E-07
1.76203562E-01 1.49292630E-06 2.48268586E-07
1.76490825E-01 1.40488543E-06 2.49255551E-07
1.76778087E-01 1.36155803E-06 2.49753165E-07
1.77065349E-01 1.26783830E-06 2.50821932E-07
1.77352609E-01 9.83800230E-07 2.47027772E-07
1.77639869E-01 1.56340954E-06 2.48530163E-07
1.77927128E-01 1.50703650E-06 2.48068707E-07
1.78214386E-01 1.47469309E-06 2.48613138E-07
1.78501643E-01 1.17242332E-06 2.45903785E-07
1.78788899E-01 1.21191234E-06 2.47202781E-07
1.79076154E-01 1.21917499E-06 2.45455984E-07
1.79363408E-01 9.35698680E-07 2.45171700E-07
1.79650662E-01 1.66327424E-06 2.41828371E-07
1.79937914E-01 1.47515105E-06 2.44292797E-07
1.80225166E-01 1.29254773E-06 2.43748863E-07
1.80512417E-01 1.64746790E-06 2.45602735E-07
1.80799666E-01 1.40134990E-06 2.45702564E-07
1.81086915E-01 1.34607662E-06 2.41628387E-07
1.81374163E-01 1.39911211E-06 2.44744179E-07
1.81661410E-01 1.30037495E-06 2.43585332E-07
1.81948656E-01 1.21228615E-06 2.43006769E-07
1.82235902E-01 1.48502424E-06 2.44683085E-07
1.82523146E-01 1.19364135E-06 2.42871986E-07
1.82810389E-01 8.83976061E-07 2.44541742E-07
1.83097632E-01 1.04520227E-06 2.39780626E-07
1.83384873E-01 1.02906760E-06 2.42503971E-07
1.83672114E-01 1.19142763E-06 2.45040709E-07
1.83959354E-01 9.88268293E-07 2.40566870E-07
1.84246592E-01 1.09897762E-06 2.44405009E-07
1.84533830E-01 1.05270561E-06 2.40649691E-07
1.84821067E-01 9.82681776E-07 2.40176504E-07
1.85108303E-01 1.22726237E-06 2.42914069E-07
1.85395538E-01 9.44338198E-07 2.41480685E-07
1.85682773E-01 1.19676212E-06 2.44474597E-07
1.85970006E-01 1.34449000E-06 2.39877818E-07
1.86257238E-01 9.71196158E-07 2.42019165E-07
1.86544469E-01 8.71162172E-07 2.40842081E-07
1.86831700E-01 1.22326030E-06 2.40404525E-07
1.87118929E-01 1.19497460E-06 2.41932028E-07
1.87406158E-01 1.31757915E-06 2.41136849E-07
1.87693385E-01 7.24104295E-07 2.42016367E-07
1.87980612E-01 1.19913728E-06 2.42958988E-07
1.88267838E-01 1.21312646E-06 2.39302923E-07
1.88555062E-01 1.12463369E-06 2.42052760E-07
1.88842286E-01 1.08301831E-06 2.41312816E-07
1.89129509E-01 1.06346603E-06 2.41683575E-07
1.89416731E-01 7.00899409E-07 2.40115616E-07
1.89703952E-01 1.42752105E-06 2.38904732E-07
1.89991172E-01 1.38580178E-06 2.41961816E-07
1.90278391E-01 9.93859071E-07 2.41014275E-07
1.90565609E-01 9.77641265E-07 2.39789882E-07
1.90852826E-01 1.19726351E-06 2.39744400E-07
1.91140043E-01 1.39636229E-06 2.38811909E-07
1.91427258E-01 9.07274845E-07 2.40774214E-07
1.91714472E-01 8.39614385E-07 2.38009662E-07
1.92001685E-01 9.02311022E-07 2.37809546E-07
1.92288898E-01 1.24260068E-06 2.40379022E-07
1.92576109E-01 1.27096731E-06 2.37821541E-07
1.92863319E-01 1.02255236E-06 2.40339244E-07
1.93150529E-01 1.35997857E-06 2.37935114E-07
1.93437737E-01 9.56599154E-07 2.38522032E-07
1.93724945E-01 9.63125917E-07 2.38329106E-07
1.94012151E-01 7.69919537E-07 2.43126078E-07
1.94299357E-01 1.24134517E-06 2.46854848E-07
1.94586562E-01 8.82997297E-07 2.49614196E-07
1.94873765E-01 9.40802854E-07 2.50885569E-07
1.95160968E-01 1.39139818E-06 2.53572610E-07
1.95448169E-01 8.30307784E-07 2.52346110E-07
1.95735370E-01 1.21641845E-06 2.50865347E-07
1.96022570E-01 8.96914322E-07 2.54956746E-07
1.96309768E-01 1.33385504E-06 2.54088416E-07
1.96596966E-01 9.05973747E-07 2.55087924E-07
1.96884163E-01 1.03947646E-06 2.50374182E-07
1.97171359E-01 7.25347450E-07 2.51156081E-07
1.97458553E-01 6.56768654E-07 2.55460159E-07
1.97745747E-01 5.18257728E-07 2.54271711E-07
1.98032940E-01 7.37670122E-07 2.53023125E-07
1.98320132E-01 9.46285003E-07 2.55581501E-07
1.98607322E-01 9.56766175E-07 2.56719405E-07
1.98894512E-01 1.12703227E-06 2.58062659E-07
1.99181701E-01 7.26623274E-07 2.46520038E-07
1.99468889E-01 6.92015220E-07 2.44981141E-07
1.99756075E-01 1.15045251E-06 2.43583519E-07
2.00043261E-01 1.08502575E-06 2.44744857E-07
2.00330446E-01 6.82681820E-07 2.42232613E-07
2.00617630E-01 1.01794817E-06 2.39853552E-07
2.00904812E-01 8.02757510E-07 2.42804603E-07
2.01191994E-01 9.26344751E-07 2.40916078E-07
2.01479175E-01 7.90775584E-07 2.41087871E-07
2.01766355E-01 6.94290637E-07 2.40273120E-07
2.02053533E-01 1.16541745E-06 2.39552580E-07
2.02340711E-01 5.58066010E-07 2.42134572E-07
2.02627888E-01 5.84172591E-07 2.38427161E-07
2.02915063E-01 1.15098698E-06 2.39459264E-07
2.03202238E-01 7.94653936E-07 2.39240412E-07
2.03489412E-01 6.33994774E-07 2.39462532E-07
2.03776584E-01 1.10858238E-06 2.40088182E-07
2.04063756E-01 5.57878040E-07 2.35904353E-07
2.04350926E-01 8.34215181E-07 2.39043124E-07
2.04638096E-01 9.75802188E-07 2.38346242E-07
2.04925264E-01 5.88420767E-07 2.36684203E-07
2.05212432E-01 1.11224698E-06 2.36912869E-07
2.05499598E-01 5.17352805E-07 2.35230817E-07
2.05786764E-01 1.28051868E-06 2.38251641E-07
2.06073928E-01 6.12268164E-07 2.35805802E-07
2.06361091E-01 1.05301946E-06 2.36171080E-07
2.06648254E-01 8.92686883E-07 2.35485493E-07
2.06935415E-01 3.94939821E-07 2.35712884E-07
2.07222575E-01 7.99817503E-07 2.36606274E-07
2.07509734E-01 6.44997422E-07 2.35934831E-07
2.07796893E-01 1.13189563E-06 2.35711069E-07
2.08084050E-01 9.41745690E-07 2.35784479E-07
2.08371206E-01 5.94931571E-07 2.37268283E-07
2.08658361E-01 8.87622074E-07 2.35714141E-07
2.08945515E-01 9.55951636E-07 2.32934388E-07
2.09232668E-01 1.04066645E-06 2.33907116E-07
2.09519819E-01 7.13637994E-07 2.33170437E-07
2.09806970E-01 8.50926656E-07 2.34662097E-07
2.10094120E-01 9.48766654E-07 2.34384039E-07
2.10381269E-01 5.34646601E-07 2.34336798E-07
2.10668416E-01 1.20784407E-06 2.35588005E-07
2.10955563E-01 5.67277501E-07 2.32976185E-07
2.11242708E-01 6.22072550E-07 2.34572942E-07
2.11529853E-01 6.28792086E-07 2.32643980E-07
2.11816996E-01 6.23501103E-07 2.32136779E-07
2.12104139E-01 8.27561630E-07 2.33979288E-07
2.12391280E-01 5.50198596E-07 2.31960737E-07
2.12678420E-01 5.87481391E-07 2.32223646E-07
2.12965559E-01 8.94419895E-07 2.31214605E-07
2.13252697E-01 8.88878397E-07 2.33069506E-07
2.13539834E-01 6.19290257E-07 2.32284304E-07
2.13826970E-01 4.02515559E-07 2.29963192E-07
2.14114105E-01 4.41271445E-07 2.30804794E-07
2.14401239E-01 2.84138717E-07 2.26436146E-07
2.14688372E-01 7.82247710E-07 2.28619564E-07
2.14975503E-01 7.62072199E-07 2.27572572E-07
2.15262634E-01 6.17644998E-07 2.27441917E-07
2.15549763E-01 7.39870847E-07 2.29955866E-07
2.15836892E-01 9.80179321E-07 2.29226021E-07
2.16124019E-01 1.00420430E-06 2.29574733E-07
2.16411145E-01 9.94274784E-07 2.27424466E-07
2.16698271E-01 9.13481929E-07 2.29007402E-07
2.16985395E-01 8.80208288E-07 2.29561532E-07
2.17272518E-01 6.77001925E-07 2.26607985E-07
2.17559639E-01 4.00983718E-07 2.28256299E-07
2.17846760E-01 8.46819679E-07 2.27259936E-07
2.18133880E-01 3.23243843E-07 2.26536318E-07
2.18420999E-01 4.89117330E-07 2.28678734E-07
2.18708116E-01 6.45282208E-07 2.26736741E-07
2.18995232E-01 4.06890740E-07 2.27159409E-07
2.19282348E-01 5.87247060E-07 2.28081860E-07
2.19569462E-01 3.07501028E-07 2.28316039E-07
2.19856575E-01 4.30894248E-07 2.26260159E-07
2.20143687E-01 4.72263417E-07 2.26959718E-07
2.20430798E-01 5.74719140E-07 2.29275016E-07
2.20717908E-01 6.54062176E-07 2.27060846E-07
2.21005016E-01 7.39303250E-07 2.28194510E-07
2.21292124E-01 5.17224960E-07 2.24409066E-07
2.21579230E-01 1.00206124E-06 2.26466214E-07
2.21866336E-01 7.23417987E-07 2.26253799E-07
2.22153440E-01 4.87309717E-07 2.26663129E-07
2.22440543E-01 3.44672381E-07 2.25533129E-07
2.22727645E-01 7.98768686E-07 2.26305371E-07
2.23014746E-01 6.15294064E-07 2.26143085E-07
2.23301846E-01 5.07977979E-07 2.26896692E-07
2.23588944E-01 3.01888456E-07 2.26207316E-07
2.23876042E-01 8.79735408E-07 2.26144843E-07
2.24163138E-01 6.99431847E-07 2.25698453E-07
2.24450234E-01 3.08517195E-07 2.25240625E-07
2.24737328E-01 2.98715340E-07 2.25132539E-07
2.25024421E-01 7.38023247E-07 2.26283644E-07
2.25311513E-01 6.43048822E-07 2.25527822E-07
2.25598603E-01 3.28196124E-07 2.24948651E-07
2.25885693E-01 6.19264733E-07 2.25259986E-07
2.26172782E-01 5.76490357E-07 2.23386567E-07
2.26459869E-01 7.27190574E-07 2.25808552E-07
2.26746955E-01 5.72019991E-07 2.22349595E-07
2.27034040E-01 3.46466027E-07 2.19815922E-07
2.27321124E-01 4.56909753E-07 2.19657706E-07
2.27608207E-01 6.27019933E-07 2.20967186E-07
2.27895289E-01 5.98593396E-07 2.23325570E-07
2.28182369E-01 4.98231909E-07 2.22047597E-07
2.28469449E-01 4.46057088E-07 2.22557767E-07
2.28756527E-01 3.80591576E-07 2.24485123E-07
2.29043604E-01 2.42668613E-07 2.21485494E-07
2.29330680E-01 9.20566031E-07 2.23052989E-07
2.29617755E-01 5.80013177E-07 2.20149255E-07
2.29904828E-01 8.88901237E-07 2.21745353E-07
2.30191901E-01 1.80503089E-07 2.22384791E-07
2.30478972E-01 1.06174829E-06 2.21413904E-07
2.30766042E-01 5.95034551E-07 2.22048726E-07
2.31053111E-01 4.94896602E-07 2.19119609E-07
2.31340179E-01 5.14054410E-07 2.21824122E-07
2.31627246E-01 3.10847313E-07 2.19099488E-07
2.31914311E-01 1.08620473E-06 2.17322175E-07
2.32201376E-01 5.08537299E-07 2.17556091E-07
2.32488439E-01 4.30787307E-07 2.16055928E-07
2.32775501E-01 5.30428525E-07 2.18860705E-07
2.33062562E-01 2.60864005E-07 2.17849820E-07
2.33349621E-01 5.04735850E-07 2.17337881E-07
2.33636680E-01 1.70536926E-07 2.19296656E-07
2.33923737E-01 4.98970253E-07 2.17747495E-07
2.34210794E-01 3.31161166E-07 2.18809282E-07
2.34497849E-01 7.90418037E-07 2.17179008E-07
2.34784902E-01 2.32217157E-07 2.17076763E-07
2.35071955E-01 5.88661100E-07 2.17875472E-07
2.35359006E-01 6.84240364E-07 2.19233015E-07
2.35646057E-01 3.53150944E-07 2.18661200E-07
2.35933106E-01 2.27241468E-07 2.17665629E-07
2.36220154E-01 6.13127680E-07 2.18845444E-07
2.36507201E-01 2.58655501E-07 2.18769793E-07
2.36794246E-01 4.13298271E-07 2.18511945E-07
2.37081290E-01 4.61078636E-07 2.19205325E-07
2.37368334E-01 8.64238831E-07 2.17349756E-07
2.37655376E-01 3.74719420E-07 2.18906053E-07
2.37942416E-01 3.49223497E-07 2.17575416E-07
2.38229456E-01 2.88590548E-07 2.17927976E-07
2.38516494E-01 4.26007755E-07 2.18520006E-07
2.38803532E-01 6.42927929E-07 2.17806950E-07
2.39090568E-01 3.19147642E-07 2.19621155E-07
2.39377602E-01 7.77206268E-07 2.15858237E-07
2.39664636E-01 3.69072320E-07 2.18204718E-07
2.39951668E-01 3.07411392E-07 2.17342459E-07
2.40238700E-01 4.42401788E-07 2.18073283E-07
2.40525730E-01 1.20830041E-07 2.17112757E-07
2.40812758E-01 4.65256514E-07 2.14482564E-07
2.41099786E-01 2.57409670E-07 2.18963638E-07
2.41386812E-01 4.23142915E-07 2.17153774E-07
2.41673838E-01 1.81776006E-07 2.16155331E-07
2.41960861E-01 2.91598933E-07 2.16965145E-07
2.42247884E-01 3.99523439E-07 2.16753686E-07
2.42534906E-01 4.77372027E-07 2.16868117E-07
2.42821926E-01 2.75209042E-07 2.15780022E-07
2.43108945E-01 5.62681859E-08 2.16158750E-07
2.43395963E-01 4.30994391E-07 2.15414373E-07
2.43682980E-01 2.48587602E-07 2.16849232E-07
2.43969995E-01 2.70931609E-07 2.18167722E-07
2.44257009E-01 2.84623967E-07 2.13932150E-07
2.44544022E-01 4.97408943E-07 2.16075065E-07
2.44831034E-01 5.33943329E-07 2.16236093E-07
2.45118045E-01 5.36847325E-07 2.15731020E-07
2.45405054E-01 2.74772823E-07 2.14531689E-07
2.45692062E-01 4.47318106E-07 2.14424248E-07
2.45979069E-01 3.67276654E-07 2.15596520E-07
2.46266074E-01 1.12274126E-07 2.14385165E-07
2.46553079E-01 4.79311209E-07 2.13672088E-07
2.46840082E-01 8.38387395E-08 2.14460467E-07
2.47127084E-01 -4.86477061E-08 2.13968736E-07
2.47414084E-01 4.19760600E-07 2.15447750E-07
2.47701084E-01 6.79253024E-07 2.13052807E-07
2.47988082E-01 4.79718065E-07 2.13080677E-07
2.48275079E-01 3.15341513E-07 2.13588932E-07
2.48562075E-01 4.21841981E-07 2.14464336E-07
2.48849069E-01 5.16586948E-07 2.14986000E-07
2.49136062E-01 1.60365486E-07 2.11144740E-07
2.49423054E-01 7.88181907E-07 2.11720740E-07
2.49710045E-01 5.47546368E-07 2.09579120E-07
2.49997034E-01 7.94669149E-07 2.11949371E-07
2.50284022E-01 5.61770145E-07 2.09918035E-07
2.50571009E-01 -6.33630666E-08 2.10398321E-07
2.50857995E-01 3.81182965E-07 2.11936247E-07
2.51144979E-01 4.49242651E-07 2.11032292E-07
2.51431962E-01 4.66687287E-07 2.10875106E-07
2.51718944E-01 2.58568000E-07 2.09668931E-07
2.52005925E-01 2.71946665E-07 2.11179915E-07
2.52292904E-01 4.11818471E-07 2.11594168E-07
2.52579882E-01 3.00746432E-07 2.11324864E-07
2.52866859E-01 3.32031423E-07 2.11316058E-07
2.53153835E-01 2.53454081E-07 2.11190042E-07
2.53440809E-01 4.71707414E-07 2.12623269E-07
2.53727782E-01 3.46510340E-07 2.11776012E-07
2.54014754E-01 7.54208800E-07 2.11278911E-07
2.54301724E-01 1.63890621E-07 2.11820724E-07
2.54588694E-01 3.93247782E-07 2.10352773E-07
2.54875661E-01 2.98800139E-07 2.10863449E-07
2.55162628E-01 9.21254500E-07 2.12534856E-07
2.55449593E-01 2.99072734E-07 2.17259222E-07
2.55736558E-01 5.05196983E-07 2.20565984E-07
2.56023520E-01 2.18229333E-07 2.17683652E-07
2.56310482E-01 6.47800465E-08 2.21305406E-07
2.56597442E-01 8.87015068E-07 2.19384624E-07
2.56884401E-01 1.56555633E-07 2.22143104E-07
2.57171359E-01 3.67259028E-07 2.24128341E-07
2.57458315E-01 2.82843323E-07 2.22183565E-07
2.57745270E-01 4.16596913E-07 2.23204660E-07
2.58032224E-01 2.46426337E-07 2.24269106E-07
2.58319176E-01 2.86408919E-07 2.23938026E-07
2.58606128E-01 -1.05175080E-08 2.25390738E-07
2.58893077E-01 4.14820115E-07 2.23874532E-07
2.59180026E-01 3.58761323E-07 2.27294841E-07
2.59466973E-01 4.25437321E-07 2.24846224E-07
2.59753919E-01 5.72791241E-07 2.28017918E-07
2.60040864E-01 3.73236586E-07 2.25870144E-07
2.60327807E-01 3.90646691E-07 2.26835884E-07
2.60614750E-01 2.32742838E-09 2.30249841E-07
2.60901690E-01 1.27488705E-07 2.26982973E-07
2.61188630E-01 1.51590986E-07 2.27351456E-07
2.61475568E-01 6.57453491E-07 2.28168509E-07
2.61762505E-01 4.47344858E-07 2.27998512E-07
2.62049440E-01 6.25428581E-07 2.30896460E-07
2.62336375E-01 5.05783862E-07 2.28031945E-07
2.62623307E-01 3.59705439E-07 2.27329363E-07
2.62910239E-01 5.29395853E-07 2.28985187E-07
2.63197169E-01 5.92103943E-07 2.30774917E-07
2.63484098E-01 3.91774091E-07 2.30219600E-07
2.63771026E-01 2.47613039E-07 2.30268960E-07
2.64057952E-01 4.13580742E-07 2.30178812E-07
2.64344877E-01 1.04740669E-06 2.30332247E-07
2.64631801E-01 3.85030482E-07 2.31002576E-07
2.64918723E-01 2.38774953E-07 2.28349574E-07
2.65205644E-01 1.93810011E-07 2.31633448E-07
2.65492564E-01 8.80970544E-07 2.32473519E-07
2.65779482E-01 9.72429401E-08 2.32893492E-07
2.66066399E-01 5.26814765E-07 2.30717638E-07
2.66353315E-01 -9.88153285E-09 2.29564030E-07
2.66640229E-01 5.89597601E-07 2.30933741E-07
2.66927142E-01 3.29735382E-07 2.36758556E-07
2.67214054E-01 2.89787692E-07 2.42557610E-07
2.67500964E-01 4.56500603E-07 2.43811356E-07
2.67787873E-01 6.50016315E-07 2.44179898E-07
2.68074781E-01 5.53417214E-07 2.51772362E-07
2.68361687E-01 4.62500450E-07 2.49948027E-07
2.68648592E-01 4.95711111E-07 2.54598084E-07
2.68935496E-01 3.78143305E-07 2.57671849E-07
2.69222398E-01 9.79046191E-08 2.58126322E-07
2.69509299E-01 4.72191993E-07 2.61112420E-07
2.69796199E-01 -1.06095373E-07 2.59955957E-07
2.70083097E-01 5.38389322E-07 2.65558294E-07
2.70369994E-01 2.82859955E-07 2.65549927E-07
2.70656889E-01 5.95407562E-07 2.70043055E-07
2.70943783E-01 3.15091569E-07 2.71237331E-07
2.71230676E-01 2.13037459E-07 2.69542899E-07
2.71517568E-01 3.71933064E-07 2.72283335E-07
2.71804458E-01 6.56702272E-07 2.73044047E-07
2.72091346E-01 3.73192425E-07 2.73141911E-07
2.72378234E-01 8.94633864E-07 2.78108634E-07
2.72665120E-01 4.32145818E-08 2.73006961E-07
2.72952004E-01 9.78261845E-08 2.78582866E-07
2.73238888E-01 6.24357569E-07 2.76108942E-07
2.73525769E-01 -3.01557083E-07 2.76723862E-07
2.73812650E-01 5.71570109E-07 2.81296686E-07
2.74099529E-01 4.08492989E-07 2.78940427E-07
2.74386407E-01 3.35619670E-07 2.84019848E-07
2.74673283E-01 1.21026414E-07 2.81748672E-07
2.74960158E-01 -2.40366491E-07 2.83145277E-07
2.75247032E-01 4.81316875E-07 2.85656794E-07
2.75533904E-01 3.65428314E-07 2.85828085E-07
2.75820775E-01 7.62747859E-07 2.86168388E-07
2.76107644E-01 3.79967807E-07 2.84521817E-07
2.76394513E-01 1.99516356E-07 2.88387726E-07
2.76681379E-01 4.47426971E-07 2.92184411E-07
2.76968245E-01 4.29846404E-07 2.85920836E-07
2.77255108E-01 1.90701007E-07 2.89798619E-07
2.77541971E-01 -1.52307799E-07 2.89122275E-07
2.77828832E-01 -4.68794933E-08 2.90419515E-07
2.78115692E-01 3.54715372E-07 2.92608110E-07
2.78402550E-01 7.87180053E-08 2.88557151E-07
2.78689407E-01 1.35659944E-07 2.95225033E-07
2.78976263E-01 3.99965292E-07 2.94861732E-07
2.79263117E-01 5.74033086E-07 2.94876872E-07
2.79549970E-01 9.95612330E-08 2.95667148E-07
2.79836821E-01 3.95172376E-07 2.94042606E-07
2.80123671E-01 8.80829155E-07 2.98541868E-07
2.80410520E-01 4.17365599E-07 2.98921294E-07
2.80697367E-01 3.62529746E-07 2.96339673E-07
2.80984213E-01 2.01042855E-07 3.00472848E-07
2.81271057E-01 1.64785000E-07 3.01195788E-07
2.81557900E-01 4.90246791E-07 2.99413988E-07
2.81844742E-01 2.36387150E-07 3.02556119E-07
2.82131582E-01 4.82241400E-07 3.00655779E-07
2.82418420E-01 -6.56603463E-10 3.05212430E-07
2.82705258E-01 2.77951843E-08 3.06397519E-07
2.82992094E-01 2.41262431E-07 3.04916567E-07
2.83278928E-01 -1.82142221E-07 3.08836882E-07
2.83565761E-01 9.75870254E-07 3.06029705E-07
2.83852593E-01 2.94542638E-07 3.09830570E-07
2.84139423E-01 3.06581218E-07 3.11192878E-07
2.84426252E-01 -4.68517804E-08 3.05957737E-07
2.84713079E-01 8.85762177E-07 3.14698634E-07
2.84999905E-01 4.97555391E-07 3.08019845E-07
2.85286730E-01 3.17592750E-07 3.13741786E-07
2.85573553E-01 5.34227111E-07 3.10709044E-07
2.85860374E-01 3.22796666E-07 3.09208020E-07
2.86147194E-01 -1.27891391E-07 3.18910984E-07
2.86434013E-01 3.02724189E-08 3.11686452E-07
2.86720831E-01 6.62092763E-07 3.16427060E-07
2.87007646E-01 -6.25754256E-09 3.14696076E-07
2.87294461E-01 -3.07503134E-07 3.13002777E-07
2.87581274E-01 9.29478145E-08 3.24877926E-07
2.87868085E-01 -2.29699900E-08 3.09485990E-07
2.88154896E-01 -1.55281917E-07 3.18762701E-07
2.88441704E-01 1.34246405E-07 3.19337558E-07
2.88728512E-01 5.13369644E-07 3.20531950E-07
2.89015317E-01 3.59706414E-07 3.27644253E-07
2.89302122E-01 -1.23736382E-07 3.15136630E-07
2.89588925E-01 -1.31702510E-08 3.24998622E-07
2.89875726E-01 7.15081148E-07 3.25000062E-07
2.90162526E-01 3.07775097E-07 3.26207271E-07
2.90449325E-01 7.26486398E-07 3.28056580E-07
2.90736122E-01 3.12090339E-07 3.23530125E-07
2.91022917E-01 -1.14654178E-07 3.31940784E-07
2.91309712E-01 1.90208461E-07 3.30393752E-07
2.91596504E-01 4.81973334E-07 3.28382317E-07
2.91883296E-01 -9.79681061E-08 3.31401058E-07
2.92170085E-01 -2.58334183E-07 3.30806381E-07
2.92456874E-01 8.73643601E-07 3.35649086E-07
2.92743661E-01 1.18736790E-08 3.30870881E-07
2.93030446E-01 2.28864944E-07 3.34348095E-07
2.93317230E-01 4.85238990E-07 3.35537451E-07
2.93604012E-01 2.96386175E-07 3.36201885E-07
2.93890793E-01 3.81636699E-07 3.37970919E-07
2.94177573E-01 7.18828734E-07 3.36975024E-07
2.94464351E-01 8.78367601E-09 3.42005783E-07
2.94751127E-01 7.22858117E-07 3.41502460E-07
2.95037903E-01 2.87696624E-07 3.39736887E-07
2.95324676E-01 4.23874219E-07 3.39679198E-07
2.95611448E-01 4.08241273E-07 3.45094984E-07
2.95898219E-01 3.34636675E-07 3.49712836E-07
2.96184988E-01 -2.36576722E-07 3.41761954E-07
2.96471756E-01 4.21924034E-07 3.42935209E-07
2.96758522E-01 1.70864484E-07 3.44662187E-07
2.97045287E-01 4.63473915E-07 3.48789965E-07
2.97332050E-01 3.13135798E-07 3.47636679E-07
2.97618812E-01 1.02369566E-07 3.46706493E-07
2.97905572E-01 6.11245083E-08 3.53259347E-07
2.98192331E-01 1.41956497E-06 3.47697669E-07
2.98479088E-01 5.77391273E-07 3.56878375E-07
2.98765844E-01 1.43981056E-07 3.48841205E-07
2.99052598E-01 2.34680550E-07 3.52269014E-07
2.99339351E-01 1.43392221E-07 3.53541721E-07
2.99626102E-01 5.29253488E-07 3.49730756E-07
2.99912852E-01 5.89887654E-07 3.54505742E-07
3.00199600E-01 5.55362788E-08 3.48256434E-07
3.00486347E-01 1.42942846E-07 3.52108325E-07
3.00773092E-01 3.39718052E-07 3.58045030E-07
3.01059836E-01 5.75171784E-07 3.51367297E-07
3.01346578E-01 2.87912135E-07 3.61875813E-07
