### DATA:

         Q               I              Error
                            1.540520182817464e-07, 
                            1.0894497922894706e-06, 
                            7.96850682829528e-07, 
                            -7.498986332884095e-08, 
                            8.391135559933336e-08, 
                            4.3276888113014687e-07, 
                            -2.360734111370737e-07, 
                            2.2494809453021185e-08, 
                            -5.767264173749769e-07, 
                            1.0383892910472395e-06, 
                            6.987801391057464e-07, 
                            3.5814549843276363e-07, 
                            -6.421562535697872e-07, 
                            2.061350963581311e-07, 
                            4.913416259187464e-07, 
                            5.942096830069651e-07, 
                            -2.515267075132658e-07, 
                            -1.9796029865478e-07, 
                            1.9364745136555868e-07, 
                            1.3661352013045484e-07, 
                            -2.1907546347163523e-07, 
                            -9.257340455254114e-08, 
                            -1.3380473596697622e-07, 
                            3.5913357679227117e-07, 
                            8.228383001240982e-08, 
                            3.7468835112386023e-07, 
                            -4.527708779103176e-07, 
                            -3.79060492577617e-07, 
                            8.521972447080486e-07, 
                            -7.58903960654446e-07, 
                            2.3582542580240653e-07, 
                            1.23399903075232e-07, 
                            9.684774684560816e-07, 
                            7.651047489491692e-07, 
                            2.7835482747293e-07, 
                            4.343896106016433e-07, 
                            9.325104956991192e-07, 
                            -5.7461596954130846e-08, 
                            7.810170599336065e-07, 
                            7.132438712070656e-07, 
                            8.026842273818986e-07, 
                            -8.227166482967095e-08, 
                            2.905259177461001e-07, 
                            -2.2901757453335278e-07, 
                            2.1134620712169428e-07, 
                            -3.197209494945667e-07, 
                            -2.2219534599262575e-09, 
                            1.6534107180582764e-07, 
                            2.1473635067526946e-08, 
                            5.543652932009276e-07, 
                            3.6776278491581265e-07, 
                            -3.6251311393283844e-07, 
                            6.19213344807499e-07, 
                            5.165004415901305e-07, 
                            -1.2084623159151557e-07, 
                            4.542943731457488e-07, 
                            4.5140182074180707e-07, 
                            7.171556420031398e-07, 
                            -1.5110218595098222e-07, 
                            6.149661598145899e-07, 
                            -2.752332828804083e-07, 
                            -2.7249404043348183e-07, 
                            -2.8881200180482213e-07, 
                            8.267552354270901e-07, 
                            6.440311128183741e-07, 
                            1.754732187095759e-07, 
                            5.351409633302509e-07, 
                            -8.904015120340668e-08, 
                            3.6222261789510555e-07, 
                            1.012493872906708e-06, 
                            1.5419257915021305e-07, 
                            5.682144817357897e-07, 
                            4.7138981675747346e-07, 
                            2.5541689010308146e-07, 
                            3.32168994940194e-07, 
                            6.284638069178637e-07, 
                            1.0270682315809783e-07, 
                            3.9388203902151026e-08, 
                            -7.628876629340761e-07, 
                            8.71861767006661e-07, 
                            8.552394770134909e-07, 
                            -4.58210385822618e-07, 
                            5.4576881631084615e-08, 
                            5.969339211845337e-07, 
                            1.0418958058019535e-06, 
                            9.089023633946624e-07, 
                            3.4350766185115416e-07, 
                            -4.0137264831505366e-08, 
                            -3.725052753003812e-07, 
                            -2.7694114122949797e-08, 
                            4.4516463557666017e-08, 
                            8.131499955387052e-07, 
                            3.3900022796709376e-07, 
                            5.3100911160159e-07, 
                            4.116692361378812e-07, 
                            -8.247572905690484e-08, 
                            3.401111917770037e-07, 
                            5.895082128994509e-09, 
                            1.2507356288572308e-07, 
                            2.1950324160690713e-07, 
                            6.019786915433292e-07, 
                            1.2546530003541235e-08, 
                            -7.523702720167166e-08, 
                            1.3109218060962515e-06, 
                            -5.168048527046663e-07, 
                            1.427849602623997e-07, 
                            1.4443488078899843e-07, 
                            1.0472861168450845e-07, 
                            4.813798984433462e-07, 
                            9.032867398105277e-07, 
                            -1.7892022602567568e-07, 
                            2.3649497031075113e-07, 
                            -2.002900961180119e-07, 
                            1.1353295025031056e-07, 
                            6.866112463963671e-07, 
                            -1.4266689553172314e-07, 
                            -6.176866359178139e-07, 
                            -7.83638844484449e-08, 
                            2.708122962870573e-07, 
                            2.767279415827617e-07, 
                            6.948432422364497e-07, 
                            7.684164128501632e-07, 
                            4.566987560614037e-07, 
                            4.284404412033415e-07, 
                            1.6242102084026578e-07, 
                            2.6355545607081174e-07, 
                            2.741281987964933e-07, 
                            -2.0957948642863315e-07, 
                            4.63692054421893e-07, 
                            7.501040414342758e-07, 
                            5.961673657015771e-07, 
                            -1.885658160934808e-07, 
                            -3.854009311071089e-07, 
                            4.6447276975865656e-07, 
                            -2.2954302566309762e-07, 
                            -5.160557894857772e-07, 
                            2.5232390534791656e-07, 
                            3.968162022203898e-07, 
                            4.3909102460354973e-07, 
                            2.997967563631793e-07, 
                            -2.9218217786822865e-08, 
                            6.005695189751312e-08, 
                            7.015005687586593e-07, 
                            2.0001250300820492e-07, 
                            7.48957081621059e-07, 
                            6.21194388423211e-07, 
                            5.363091074350535e-07, 
                            1.3280723317667355e-07, 
                            5.689203641193388e-08, 
                            5.217483948327748e-07, 
                            1.2922798004407243e-08, 
                            -2.5989253103635672e-09, 
                            -2.9796343874599534e-07, 
                            8.170915666911338e-08, 
                            6.512130082359055e-07, 
                            4.784098417345226e-07, 
                            6.889472706461805e-08, 
                            -2.371180366664524e-07, 
                            5.966524824923292e-07, 
                            5.473494344551692e-07, 
                            8.187061487510774e-07, 
                            3.7737231521581084e-08, 
                            -4.767260925673806e-08, 
                            2.1535425192660793e-07, 
                            4.3123553757605207e-07, 
                            7.569401512028373e-08, 
                            4.771693000443128e-07, 
                            4.438502918991149e-07, 
                            4.292672128634308e-07, 
                            4.193535632369563e-07, 
                            7.958802730466423e-07, 
                            4.6410976786779785e-07, 
                            -2.4921394261636316e-07, 
                            4.582351326147475e-07, 
                            4.743824470412577e-07, 
                            5.059509651105275e-07, 
                            2.1914025301284711e-07, 
                            -6.216191745126453e-08, 
                            6.202858533886812e-07, 
                            -8.907205001044801e-08, 
                            4.100623496518198e-07, 
                            -1.5535519425918225e-07, 
                            9.5689763505917e-07, 
                            7.677469621397642e-07, 
                            -5.695452723977613e-08, 
                            1.7301093360781312e-07, 
                            3.7605872936501476e-07, 
                            6.883122808292885e-07, 
                            -2.5217027447252755e-07, 
                            4.300368659737331e-07, 
                            3.3228523278790537e-07, 
                            2.552420495265743e-07, 
                            -2.2341961874318995e-07, 
                            -2.5795764045238037e-08, 
                            1.9704894185578328e-07, 
                            1.8248671978384402e-07, 
                            1.3004766292237422e-07, 
                            -7.580668087650341e-08, 
                            3.1789677262118686e-07, 
                            1.8563371801656615e-07, 
                            2.402781703459147e-07, 
                            5.528172858876259e-07, 
                            3.460346593997649e-07, 
                            3.684503045315228e-07, 
                            -5.903976998008725e-08, 
                            3.4104594976493155e-08, 
                            -4.183550486505232e-07, 
                            2.6641630951184452e-08, 
                            1.0809988596241967e-07, 
                            5.834574466824254e-07, 
                            8.13516917107586e-07, 
                            2.7726602249465715e-07, 
                            -1.040435980308006e-07, 
                            2.062353654698495e-07, 
                            1.0670883478161917e-06, 
                            8.654057045234669e-07, 
                            2.6828423310776156e-07, 
                            -1.0258133829881294e-07, 
                            1.8738522555552992e-07, 
                            3.936594978801492e-07, 
                            9.614396641758484e-07, 
                            3.880898562081376e-07, 
                            5.697347839595378e-07, 
                            2.717992987822186e-07, 
                            1.489485592911325e-07, 
                            4.971352863092453e-07, 
                            -1.534440825123685e-07, 
                            2.2791364158976766e-07, 
                            4.7127153583016055e-07, 
                            2.9990272389226674e-07, 
                            -1.810336901678602e-07, 
                            -4.4480948830355715e-07, 
                            -2.684725070908125e-07, 
                            1.1366138508093344e-07, 
                            -4.6046114420997317e-07, 
                            3.3581436451115864e-07, 
                            2.9495152520012e-07, 
                            8.355675493461617e-07, 
                            -1.4089553853869253e-08, 
                            2.750280594286071e-07, 
                            7.653080167282862e-07, 
                            6.34441203191459e-07, 
                            6.893136376706185e-07, 
                            1.8285662339571544e-07, 
                            4.104157553184831e-07, 
                            4.1663302586017234e-08, 
                            5.635111283974602e-07, 
                            6.679753084393077e-07, 
                            3.2280073129606714e-07, 
                            2.922070112942712e-07, 
                            4.861787012999668e-07, 
                            5.237296157780188e-07, 
                            -1.1679380958071973e-07, 
                            3.5192616577943476e-07, 
                            2.4002414268039874e-07, 
                            2.7129358776650053e-07, 
                            1.4495402805671392e-07, 
                            1.8502157633523007e-07, 
                            4.311365274096291e-07, 
                            4.138854255032764e-07, 
                            4.006906863704109e-07, 
                            -3.2361057715001853e-07, 
                            3.178127710616244e-07, 
                            -1.1876964535893893e-07, 
                            1.7866829971435643e-08, 
                            3.5186487878776906e-07, 
                            3.250677076664031e-08, 
                            3.9656306136316367e-07, 
                            5.77683678513798e-07, 
                            1.387447792334939e-06, 
                            3.5517179506889144e-07, 
                            -1.0674584806057413e-07, 
                            -4.764250215383626e-08, 
                            4.892915445496038e-07, 
                            5.065620370245158e-07, 
                            2.907723563433021e-07, 
                            2.660748104816005e-07, 
                            3.705777968377635e-07, 
                            3.722954197256506e-07, 
                            2.2409792989176005e-07, 
                            2.2675656709013128e-07, 
                            5.25612420164981e-07, 
                            3.6675724309762683e-08, 
                            7.569656928933569e-07, 
                            6.257995693070542e-07, 
                            -8.58443145422921e-08, 
                            -2.6303548643478896e-08, 
                            -1.367594213469937e-07, 
                            -7.630451975357448e-07, 
                            2.5466607852854147e-07, 
                            1.7076472572349263e-07, 
                            5.838024529903999e-07, 
                            -4.491119459484788e-08, 
                            1.400831935298559e-07, 
                            3.827238459932613e-07, 
                            4.2407195233919773e-07, 
                            1.10850317017827e-06, 
                            7.452473794164198e-07, 
                            6.408071828323707e-07, 
                            1.588432194330106e-07, 
                            6.440406227963916e-07, 
                            -3.144655749160377e-08, 
                            2.9917006169069487e-07, 
                            8.616428903059713e-08, 
                            -1.1349247848234554e-07, 
                            5.519020680917917e-07, 
                            7.62300979739778e-08, 
                            4.979671380135063e-07, 
                            -3.8347663759442027e-07, 
                            1.9595360461412658e-07, 
                            3.874811946007239e-07, 
                            -1.431148424095853e-07, 
                            4.117141206806857e-07, 
                            2.6839136272387086e-07, 
                            6.823825277893492e-07, 
                            2.4177376226530106e-07, 
                            2.679886365905339e-07, 
                            2.896506492933762e-07, 
                            2.0489884637250104e-07, 
                            3.330664230279876e-07, 
                            1.1178568342674481e-06, 
                            8.77429439953123e-07, 
                            2.0436791954715818e-08, 
                            1.5987658568766478e-07, 
                            -2.9259927191780315e-08, 
                            -2.995294057470001e-07, 
                            4.305991885163872e-07, 
                            2.781570535932175e-07, 
                            -1.3202886708971897e-07, 
                            5.454192615259424e-07, 
                            1.175031519143045e-07, 
                            5.976567603648938e-07, 
                            5.278912655201258e-07, 
                            2.5209989522224464e-07, 
                            5.379046266226783e-07, 
                            3.860925477732812e-07, 
                            3.198877749277212e-07, 
                            3.095662444578442e-07, 
                            6.170310685928172e-07, 
                            7.455776082493827e-07, 
                            4.997130148686051e-08, 
                            4.5431712938527375e-08, 
                            9.310474924538754e-08, 
                            5.7863313789833676e-08, 
                            4.778748583364226e-07, 
                            3.9043120173840626e-07, 
                            3.058071198040893e-07, 
                            7.147325539261458e-07, 
                            -7.703883538849766e-08, 
                            5.333065572279792e-07, 
                            3.795444501764033e-07, 
                            -3.35569016977943e-07, 
                            2.609535233960596e-07, 
                            3.7453239487537706e-07, 
                            2.443470721451803e-07, 
                            -1.7617323828341057e-07, 
                            2.1199415863730783e-07, 
                            4.505661238304292e-07, 
                            8.140481641906391e-08, 
                            5.725435203117728e-07, 
                            5.105315916685045e-08, 
                            2.6145179161012655e-07, 
                            6.475686729183464e-09, 
                            3.557535313798669e-07, 
                            -1.052031402034386e-07, 
                            4.599530984573118e-08, 
                            6.676435391651815e-07, 
                            -4.756444497363996e-07, 
                            1.7318169630124439e-07, 
                            2.054992925579844e-07, 
                            7.644442022316497e-08, 
                            1.7626678960007184e-08, 
                            2.4427423879238786e-07, 
                            2.3288170612244523e-07, 
                            6.632223594313115e-08, 
                            2.687735828929659e-07, 
                            2.3732008485318839e-07, 
                            4.316338664153751e-07, 
                            5.936675439912289e-08, 
                            -1.5967033456636857e-07, 
                            1.8010562074463782e-07, 
                            4.1416374003649734e-07, 
                            -8.892274912334462e-08, 
                            3.5767329605545026e-08, 
                            -9.470435035188049e-08, 
                            7.010935326583245e-07, 
                            -3.172447126850723e-07, 
                            2.654367212477483e-07, 
                            -7.056137663517283e-08, 
                            1.2149322123040503e-07, 
                            3.2312590327846703e-07, 
                            2.9862818414859144e-07, 
                            2.3391040669179822e-07, 
                            -5.379454968240028e-08, 
                            -1.0079869260615316e-07, 
                            -2.1834375973805074e-07, 
                            4.851228074271313e-07, 
                            6.189243869015359e-07, 
                            1.3168464507180705e-07, 
                            1.2257597791848366e-07, 
                            5.679716899072203e-07, 
                            5.644980325211236e-07, 
                            3.0908084347595364e-07, 
                            6.032313316978303e-07, 
                            2.3346437766541852e-07, 
                            6.367184612205813e-07, 
                            2.5781528147369057e-07, 
                            3.607879502437069e-07, 
                            -2.7041457454956167e-08, 
                            2.432306723967186e-07, 
                            3.7106952795236915e-07, 
                            4.4088175187717585e-07, 
                            5.942723079559656e-07, 
                            5.378495262047856e-07, 
                            -2.6040021222337477e-07, 
                            3.9218478087490053e-07, 
                            5.03744324895429e-07, 
                            8.790234154198712e-08, 
                            2.0775456869897761e-07, 
                            4.1119238251330305e-07, 
                            -1.6450598541246638e-07, 
                            2.326040210438818e-07, 
                            -2.006257861496653e-07, 
                            3.7378234288061307e-07, 
                            5.045811999497064e-07, 
                            3.7034012705256015e-07, 
                            5.301880019141099e-07, 
                            5.877949757507864e-07, 
                            -1.1143843754035344e-07, 
                            8.923696598749671e-08, 
                            3.454307490806576e-07, 
                            -2.6129607255830407e-07, 
                            1.0515575087029153e-07, 
                            2.710926340076453e-07, 
                            5.032237096903344e-07, 
                            2.8354977081969266e-07, 
                            7.761730565008917e-07, 
                            5.286474715435915e-07, 
                            -2.1603694981922064e-07, 
                            3.942764734981387e-07, 
                            3.562718250360836e-07, 
                            5.310909417949762e-07, 
                            2.9220403476516356e-07, 
                            4.7918868290251e-07, 
                            3.042403547203357e-08, 
                            2.0653247429366062e-07, 
                            4.1012268574180787e-07, 
                            3.5211044982961407e-07, 
                            -1.1837444142156971e-07, 
                            -7.300093180448073e-09, 
                            6.769649252109338e-08, 
                            5.949642012041626e-07, 
                            -2.7213342195188515e-08, 
                            7.508446411740354e-07, 
                            5.430193922876519e-07, 
                            1.9444239597012096e-07, 
                            3.3031360526122644e-07, 
                            4.964212127286905e-07, 
                            6.448187561802943e-07, 
                            5.849856455208116e-07, 
                            1.665637295563783e-07, 
                            1.4769915833709338e-07, 
                            5.262504622364748e-07, 
                            5.6595744722484307e-08, 
                            1.4592743692154638e-08, 
                            5.528131322221167e-07, 
                            2.3304226375588906e-07, 
                            1.6811379627774294e-07, 
                            1.8092831585286783e-07, 
                            3.2359525995686514e-07, 
                            -1.0076510534083928e-07, 
                            2.6525387378140657e-07, 
                            3.4919065624806044e-07, 
                            -2.4819080478018945e-08, 
                            -8.431836702312401e-08, 
                            1.6428625379156506e-07, 
                            -2.6584525140804795e-08, 
                            9.941683524930694e-07, 
                            7.258932070973956e-08, 
                            -1.8087244104789618e-07, 
                            -2.926141912043773e-07, 
                            6.181097533251641e-07, 
                            4.416670471899421e-07, 
                            2.0200408109426785e-07, 
                            7.433593024059679e-08, 
                            -1.9777033817102512e-07, 
                            1.6871899152090015e-07, 
                            4.0914585314482646e-07, 
                            3.422166447715098e-07, 
                            2.1484916076472365e-07, 
                            2.1422814135632115e-07, 
                            5.758722544029885e-07, 
                            1.4525998813959386e-07, 
                            4.5319001056424616e-07, 
                            -3.604208630153465e-07, 
                            2.8607553016366483e-08, 
                            3.289097129330058e-07, 
                            6.819608875072396e-09, 
                            6.838727161546597e-07, 
                            1.6250539632894955e-07, 
                            5.578387919667029e-07, 
                            -4.387684002823877e-08, 
                            1.6865629604668204e-07, 
                            -3.0373842699302966e-07, 
                            -1.2780230267017576e-07, 
                            7.061308313032476e-07, 
                            1.1824182607988382e-07, 
                            5.307294911135837e-07, 
                            4.502223857422127e-07, 
                            2.4007206319115535e-07, 
                            3.601910108596414e-07, 
                            3.938910300901038e-07, 
                            1.2555265672018183e-07, 
                            3.619605084010993e-07, 
                            5.913614517636507e-07, 
                            4.818181504396934e-07, 
                            3.472986485824118e-07, 
                            7.121198698049827e-07, 
                            2.455059242885153e-07, 
                            1.6214576869147662e-07, 
                            3.6574493974220025e-07, 
                            4.922244538858207e-07, 
                            5.393932196662367e-07, 
                            4.768169030183687e-07, 
                            5.425406425648663e-07, 
                            9.353785222803943e-07, 
                            3.378834462288728e-07, 
                            8.882763912110892e-08, 
                            1.3669917309709122e-07, 
                            1.7721582412167876e-07, 
                            -4.3787713546141764e-08, 
                            2.3166223315733039e-07, 
                            1.8179503269199921e-07, 
                            6.154518552052046e-10, 
                            1.7110210612753866e-07, 
                            5.198835381195952e-08, 
                            3.6727716591426336e-07, 
                            2.0696280871643414e-07, 
                            6.633886164105662e-07, 
                            7.529476305560474e-07, 
                            7.048051699771868e-08, 
                            6.666584678856614e-07, 
                            5.841574807279603e-07, 
                            8.091090676012961e-07, 
                            5.56382519409662e-08, 
                            6.063773344315031e-07, 
                            4.78523617256256e-07, 
                            6.052188593464492e-07, 
                            2.2881652008887709e-07, 
                            1.9423821982150493e-07, 
                            1.1299975674027205e-07, 
                            -3.775216735920105e-08, 
                            -5.945766262539044e-08, 
                            3.02538203865943e-07, 
                            -9.431519122973703e-08, 
                            2.953408686816792e-07, 
                            2.2673129129252303e-08, 
                            -1.554367066218939e-07, 
                            2.4889881909067775e-07, 
                            -2.4086849025112228e-08, 
                            5.077639839715569e-08, 
                            8.383995416960324e-08, 
                            4.77090016153169e-07, 
                            3.915682409413657e-07, 
                            4.555702399907127e-07, 
                            6.502804924342527e-07, 
                            2.4281138506131114e-07, 
                            5.479004768906906e-07, 
                            2.4729252047976277e-07, 
                            4.782567884595554e-07, 
                            1.1324902862633001e-07, 
                            1.5803595639627886e-07, 
                            2.243238142525343e-07, 
                            9.712272623352841e-08, 
                            3.096339278636567e-07, 
                            4.015141529235088e-07, 
                            5.660294636014964e-07, 
                            2.7681448027459093e-07, 
                            -1.4930719226601783e-07, 
                            2.479442508852831e-07, 
                            3.4410215240744e-07, 
                            2.3366187644878703e-07, 
                            1.0899924163185909e-07, 
                            3.461903312190608e-07, 
                            4.2056162365994694e-07, 
                            3.0877048791040303e-07, 
                            2.943737801310839e-07, 
                            -7.414231214751102e-09, 
                            3.21505025298135e-08, 
                            1.3095048307588605e-07, 
                            1.3133280791902484e-07, 
                            2.337724352163808e-07, 
                            4.886765089886049e-07, 
                            8.330263643396562e-07, 
                            5.195110844744579e-07, 
                            2.312111327796448e-07, 
                            8.268377743246049e-08, 
                            5.954027348279813e-07, 
                            4.638129273542889e-07, 
                            5.106771365885194e-07, 
                            3.700690351625833e-07, 
                            1.5225344754196176e-07, 
                            1.4939135407593733e-07, 
                            5.281407925453132e-08, 
                            5.142290127902729e-07, 
                            -4.6478670310799916e-08, 
                            2.4544092671134613e-07, 
                            4.078333807286748e-07, 
                            -3.9644987325303574e-08, 
                            3.9544438506179664e-08, 
                            4.179672192630095e-07, 
                            3.418139701286192e-07, 
                            1.4377169367748138e-07, 
                            4.322065613767426e-07, 
                            -6.216010303503108e-08, 
                            6.898858520259606e-07, 
                            4.367304959289368e-07, 
                            3.600576448618998e-07, 
                            9.516912685978495e-08, 
                            2.1092394715706702e-07, 
                            5.511449013724867e-07, 
                            2.0362510129395923e-07, 
                            -7.485117484585158e-09, 
                            5.754672013786107e-07, 
                            2.433102448426997e-07, 
                            -8.245043700402272e-08, 
                            3.9925627648802924e-07, 
                            2.003463517302968e-07, 
                            1.665314301609649e-07, 
                            -4.485853071381744e-09, 
                            5.684000026420924e-07, 
                            1.9608594992213541e-07, 
                            1.4285617419246737e-07, 
                            7.188013208540658e-08, 
                            3.8865933594885564e-07, 
                            2.8703111233087204e-07, 
                            6.636717849471982e-08, 
                            1.5593839212755405e-07, 
                            4.780468763255447e-07, 
                            1.7498149842964463e-07, 
                            -1.3869132873836278e-09, 
                            1.230231658322068e-07, 
                            4.0539999740554525e-07, 
                            8.548390771162436e-07, 
                            2.3201218958739779e-07, 
                            1.449391702181621e-07, 
                            8.261424464238052e-07, 
                            5.54704686732912e-08, 
                            4.324134225203102e-07, 
                            3.5788422336316516e-07, 
                            -2.0920155488434916e-08, 
                            4.067609784335871e-07, 
                            1.8481777061580332e-08, 
                            1.7699397957243999e-07, 
                            5.563070555199204e-08, 
                            1.701666519469013e-07, 
                            3.8900380514569045e-07, 
                            2.1722382174624156e-07, 
                            2.2388474575843968e-07, 
                            1.4134322310988454e-07, 
                            -1.3646627901377578e-07, 
                            3.692675753862732e-07, 
                            3.5397022871747e-07, 
                            5.558117753602169e-07, 
                            5.532994596576738e-07, 
                            8.765279177592231e-07, 
                            5.634360553786305e-07, 
                            4.304009038630888e-07, 
                            3.4482172473944753e-07, 
                            5.867930776596949e-07, 
                            5.408782605098948e-07, 
                            -1.533694536726721e-07, 
                            6.762571450522273e-07, 
                            6.525789919227727e-07, 
                            2.1577350359474094e-07, 
                            1.909002120697039e-07, 
                            5.325839912506118e-07, 
                            4.398645829227917e-07, 
                            2.624670557876058e-07, 
                            4.5930260826549446e-07, 
                            1.0119477977714182e-07, 
                            1.9749038464270782e-07, 
                            5.881269045887976e-07, 
                            -4.212482506805501e-08, 
                            4.0665167278823556e-07, 
                            2.704868673682242e-07, 
                            2.0407211581013749e-07, 
                            2.2289281353627805e-07, 
                            4.922910683313008e-08, 
                            3.894762649582686e-08, 
                            -9.158069996615254e-08, 
                            3.180185903340763e-07, 
                            1.0661584097415336e-07, 
                            3.1889694514620727e-07, 
                            -1.0663457913041728e-07, 
                            5.540503783051288e-07, 
                            2.1255186369228912e-07, 
                            3.579404206469506e-07, 
                            4.3774963728599985e-07, 
                            4.697186896070154e-07, 
                            -4.915510209605911e-09, 
                            2.585209327937015e-07, 
                            1.9826303637610426e-07, 
                            1.5783468684054715e-07, 
                            4.529374271139384e-07, 
                            4.4204760789046633e-07, 
                            9.540504191738829e-08, 
                            4.4838534690907473e-07, 
                            3.947094338150052e-07, 
                            8.821670284877178e-08, 
                            4.510549322180608e-07, 
                            2.2150938807000397e-07, 
                            3.2879126343135936e-07, 
                            5.716094858595632e-07, 
                            -2.7008967474634475e-07, 
                            4.997089153918643e-07, 
                            7.328128304309566e-07, 
                            1.771275434620493e-07, 
                            5.292750376561546e-07, 
                            2.1511429419656007e-07, 
                            5.016419008924689e-07, 
                            3.8172872950730964e-07, 
                            1.4732306742558237e-07, 
                            6.704506818674894e-07, 
                            3.2625985106774686e-07, 
                            3.711309123813534e-07, 
                            4.688254146031197e-07, 
                            3.9984231528982036e-07, 
                            4.6719751243351726e-07, 
                            5.549706335178915e-07, 
                            7.467664077010591e-07, 
                            6.289956485773811e-07, 
                            -4.6340673192802205e-09, 
                            1.259168610535597e-07, 
                            5.839019123216467e-07, 
                            4.974014276435846e-08, 
                            -2.2307295211394908e-07, 
                            6.056889581585507e-07, 
                            2.2443432901429552e-08, 
                            3.6848045899249306e-07, 
                            2.897533530640421e-07, 
                            -3.239649959228899e-07, 
                            3.603725129354708e-09, 
                            -5.15596189671057e-09, 
                            8.333243787354457e-07, 
                            2.866862266404714e-07, 
                            9.93873066387043e-09, 
                            6.284642408723777e-07, 
                            8.331198240516873e-07, 
                            4.6735828174995904e-07, 
                            -4.260201583255231e-08, 
                            5.596653126338024e-08, 
                            3.4633108375170803e-07, 
                            1.815651349550796e-07, 
                            7.227665047334369e-07, 
                            8.856089645102643e-07, 
                            2.860880222022925e-07, 
                            3.0237353049241373e-07, 
                            -4.887153120406573e-08, 
                            6.566597459217383e-07, 
                            9.652626274551508e-07, 
                            2.3027792296256395e-07, 
                            -1.8756667840569537e-07, 
                            -1.400707415093424e-07, 
                            3.8796116352651983e-07, 
                            -2.20134303228938e-09, 
                            3.9400615006606066e-07, 
                            4.09622563416432e-07, 
                            2.5968850760246865e-07, 
                            3.0960629193624926e-07, 
                            8.421132106650401e-08, 
                            3.99270252713887e-07, 
                            3.1211822149506383e-07, 
                            6.152357587451603e-08, 
                            6.023175103945335e-07, 
                            6.289018577408513e-08, 
                            3.412571657992742e-07, 
                            1.0620059189307262e-06, 
                            1.197949653673238e-06, 
                            -2.8039662210346775e-07, 
                            4.129711060785278e-07, 
                            1.6132650014922244e-07, 
                            5.28728388483843e-07, 
                            8.260268577293896e-07, 
                            7.049867727543787e-07, 
                            -5.420664832003776e-07, 
                            1.419456626660147e-07, 
                            4.165079216445835e-07, 
                            3.759404622157013e-07, 
                            6.404675942350805e-08, 
                            4.6130943053690553e-07, 
                            7.300420052250814e-07, 
                            -1.3799925333261981e-07, 
                            1.750062523164761e-08, 
                            4.068184125916769e-07, 
                            2.7510972803636005e-07, 
                            7.701260799239078e-07, 
                            6.230897655001817e-08, 
                            -5.4131173873750314e-08, 
                            1.1772709780024516e-07, 
                            6.156555519035635e-07, 
                            3.4734194044652e-07, 
                            3.355846273938528e-07, 
                            -1.911816543508115e-07, 
                            1.113513762768742e-06, 
                            2.1561368568161153e-07, 
                            4.279160345170523e-07, 
                            8.972848196488728e-07, 
                            1.3296239392156792e-07, 
                            3.8541785135702577e-07, 
                            3.2552440794947726e-07, 
                            -1.1210749822629474e-07, 
                            -3.38419741403814e-07, 
                            1.0826804281567358e-06, 
                            7.025561964725624e-08, 
                            1.8512348484287345e-07, 
                            2.340673064499872e-07, 
                            7.142032501764614e-07, 
                            2.830365278752213e-07, 
                            6.111633526006816e-07, 
                            4.5514166943955933e-07, 
                            -9.281877427905848e-07, 
                            -1.780559058743305e-07, 
                            7.35196571093354e-07, 
                            -2.114838968448975e-07, 
                            1.1240173343726072e-06, 
                            1.9462450800916794e-07, 
                            4.7050179821937184e-07, 
                            -1.1210027261290265e-07, 
                            2.2878269946694447e-07, 
                            9.70486252408708e-07, 
                            1.600241529189974e-07, 
                            3.507069647368851e-07, 
                            6.133049110481703e-07, 
                            1.5221697602148791e-07, 
                            3.38163120034997e-07, 
                            -1.822152658460895e-08, 
                            3.568848459178897e-08, 
                            6.004548731085873e-07, 
                            9.539196268220841e-08, 
                            -1.31565559256521e-07, 
                            -3.200070833313881e-07, 
                            5.505054453511742e-07, 
                            9.051367559094936e-07, 
                            -8.853406000518678e-08, 
                            -4.1687771998535146e-07, 
                            3.957464755457861e-07, 
                            -4.5787756402964216e-07, 
                            -6.007871340640372e-07, 
                            -2.2449050449487614e-07, 
                            2.428705814549847e-07, 
                            2.2658384166161727e-07, 
                            2.7605060159260315e-07, 
                            5.352630817405061e-07, 
                            1.6179705380450378e-07, 
                            7.747956090214539e-07, 
                            -2.323570730075328e-07, 
