### DATA:
#
# 1219
#      Q             I(Q)           Error     
2.93603032E-01  -1.64077018E-05  1.83207724E-05
2.93887033E-01  -5.09798397E-05  1.83852726E-05
2.94171032E-01  2.35177074E-05  1.83112232E-05
2.94455031E-01  2.21790067E-05  1.84649022E-05
2.94739028E-01  4.98626699E-06  1.85297345E-05
2.95023023E-01  -1.31561787E-05  1.87450983E-05
2.95307017E-01  1.21093955E-05  1.84294344E-05
2.95591009E-01  -2.29930241E-05  1.86426618E-05
2.95875000E-01  -1.67384695E-05  1.88135451E-05
2.96158990E-01  8.79909238E-06  1.86790826E-05
2.96442978E-01  -1.40132512E-05  1.89773338E-05
2.96726965E-01  -4.62599342E-06  1.88321779E-05
2.97010950E-01  1.61938875E-05  1.89819675E-05
2.97294934E-01  1.59008807E-05  1.90279054E-05
2.97578916E-01  2.08289905E-05  1.89544285E-05
2.97862897E-01  2.05199955E-05  1.92594178E-05
2.98146876E-01  -6.44070450E-06  1.88917742E-05
2.98430854E-01  9.27277180E-07  1.93875168E-05
2.98714831E-01  -1.85604063E-05  1.90679507E-05
2.98998806E-01  7.46909645E-06  1.94825104E-05
2.99282779E-01  3.59288641E-05  1.96798578E-05
2.99566751E-01  -1.11352986E-05  1.90770887E-05
2.99850722E-01  -1.87047739E-05  1.97551272E-05
3.00134691E-01  1.64359458E-05  1.94036067E-05
3.00418658E-01  1.15747141E-05  1.98895576E-05
3.00702625E-01  -1.48847191E-05  2.01339697E-05
3.00986589E-01  -1.33799247E-05  1.95188803E-05
3.01270552E-01  2.87441581E-06  2.03304398E-05
3.01554514E-01  1.38615257E-05  1.97178038E-05
3.01838474E-01  -2.41784446E-05  2.03202920E-05
3.02122433E-01  1.31601498E-05  1.98582219E-05
3.02406390E-01  4.92588472E-06  2.00835869E-05
3.02690346E-01  1.10718578E-05  2.07734055E-05
3.02974300E-01  -2.15621786E-05  2.01005232E-05
3.03258253E-01  8.47866304E-06  2.03407870E-05
3.03542204E-01  -1.35014491E-06  2.03756798E-05
3.03826154E-01  -1.81880649E-05  2.07795075E-05
3.04110103E-01  2.82448881E-06  2.12014122E-05
3.04394049E-01  7.09130144E-06  2.04358520E-05
3.04677995E-01  1.87775065E-05  2.09210356E-05
3.04961939E-01  -5.98623605E-07  2.06639373E-05
3.05245881E-01  -1.57341905E-05  2.08056504E-05
3.05529822E-01  2.24180986E-05  2.12377821E-05
3.05813761E-01  1.94701502E-05  2.06758388E-05
3.06097699E-01  7.27323708E-06  2.12812892E-05
3.06381635E-01  3.69068817E-06  2.10589388E-05
3.06665570E-01  4.02476245E-05  2.13114882E-05
3.06949503E-01  -3.61472350E-05  2.13181344E-05
3.07233435E-01  1.45576389E-05  2.14161020E-05
3.07517366E-01  -2.53642053E-05  2.16112364E-05
3.07801294E-01  3.36850192E-05  2.12006590E-05
3.08085222E-01  -1.11668133E-05  2.16175934E-05
3.08369147E-01  8.35738983E-07  2.12099562E-05
3.08653072E-01  2.33014288E-05  2.18825461E-05
3.08936994E-01  2.43911607E-05  2.20479392E-05
3.09220916E-01  4.04322066E-05  2.16807565E-05
3.09504835E-01  2.99178733E-05  2.21854732E-05
3.09788754E-01  -1.44277457E-05  2.18093445E-05
3.10072670E-01  1.52737992E-05  2.23817165E-05
3.10356585E-01  -2.50289333E-05  2.22241969E-05
3.10640499E-01  1.56258494E-06  2.22581162E-05
3.10924411E-01  -5.51229056E-06  2.26693630E-05
3.11208322E-01  1.23304097E-05  2.19298427E-05
3.11492231E-01  -2.76842510E-06  2.27723692E-05
3.11776138E-01  -2.68447967E-06  2.24743039E-05
3.12060044E-01  -1.25169205E-05  2.29311772E-05
3.12343949E-01  -3.78519844E-05  2.29847224E-05
3.12627852E-01  -6.64212475E-06  2.24085800E-05
3.12911753E-01  5.66496635E-06  2.35334750E-05
3.13195653E-01  1.44805490E-05  2.27359272E-05
3.13479551E-01  1.36713158E-05  2.34656170E-05
3.13763448E-01  -4.61393676E-05  2.31634556E-05
3.14047343E-01  1.17063629E-05  2.35720938E-05
3.14331237E-01  3.26984659E-05  2.36885732E-05
3.14615129E-01  -2.72297178E-05  2.30435188E-05
3.14899020E-01  -2.59157962E-05  2.38795736E-05
3.15182909E-01  -8.01973493E-06  2.33600722E-05
3.15466796E-01  2.40795757E-05  2.38268937E-05
3.15750682E-01  2.78577167E-05  2.43938818E-05
3.16034566E-01  2.08525785E-06  2.34985805E-05
3.16318449E-01  -1.25388256E-05  2.45592105E-05
3.16602331E-01  6.65183438E-06  2.38781923E-05
3.16886210E-01  -7.26159301E-06  2.47151921E-05
3.17170089E-01  4.29675573E-05  2.47190202E-05
3.17453965E-01  -2.30653825E-05  2.43097456E-05
3.17737840E-01  6.87808231E-06  2.48031114E-05
3.18021714E-01  2.57815843E-05  2.42240429E-05
3.18305586E-01  6.39994662E-06  2.46531566E-05
3.18589456E-01  9.91026487E-07  2.43574924E-05
3.18873325E-01  -3.11710453E-05  2.42820086E-05
3.19157192E-01  2.28444712E-05  2.51599871E-05
3.19441058E-01  -8.37000529E-06  2.42577782E-05
3.19724922E-01  -1.93482793E-05  2.49279867E-05
3.20008785E-01  -1.59061220E-05  2.43789430E-05
3.20292646E-01  -2.62470066E-05  2.47223362E-05
3.20576505E-01  -2.40211494E-06  2.52773976E-05
3.20860363E-01  2.15168556E-05  2.43567120E-05
3.21144219E-01  5.91054032E-06  2.53785044E-05
3.21428074E-01  9.71244170E-06  2.43802490E-05
3.21711927E-01  4.57322691E-05  2.54168989E-05
3.21995778E-01  -2.67324079E-05  2.52502414E-05
3.22279628E-01  -5.65721010E-06  2.55054139E-05
3.22563477E-01  1.94247806E-05  2.60067286E-05
3.22847324E-01  6.47753753E-07  2.49114220E-05
3.23131169E-01  -7.62594291E-06  2.60793637E-05
3.23415012E-01  3.46377860E-05  2.56158894E-05
3.23698854E-01  -2.71642788E-06  2.63267156E-05
3.23982695E-01  -6.18181965E-06  2.64355566E-05
3.24266534E-01  -4.81012647E-05  2.56345123E-05
3.24550371E-01  3.77344236E-06  2.70305063E-05
3.24834207E-01  -5.41564823E-06  2.62547600E-05
3.25118041E-01  -1.98331893E-05  2.67883513E-05
3.25401873E-01  4.10262648E-05  2.69627579E-05
3.25685704E-01  3.41858806E-05  2.63306699E-05
3.25969533E-01  -5.66163981E-05  2.78863591E-05
3.26253361E-01  1.84707032E-05  2.65468371E-05
3.26537187E-01  4.55388427E-05  2.75300553E-05
3.26821012E-01  -9.23005432E-06  2.73913163E-05
3.27104835E-01  -1.58381983E-05  2.75983195E-05
3.27388656E-01  -9.30887505E-06  2.83765231E-05
3.27672475E-01  2.66611787E-05  2.68231585E-05
3.27956293E-01  6.44996957E-05  2.91322904E-05
3.28240110E-01  3.40232260E-05  2.75263405E-05
3.28523925E-01  -2.21752297E-05  2.85428831E-05
3.28807738E-01  2.04525996E-05  2.89989160E-05
3.29091550E-01  -1.15859338E-05  2.78755625E-05
3.29375360E-01  2.33298876E-05  2.94444363E-05
3.29659168E-01  -2.26853434E-06  2.81886768E-05
3.29942975E-01  9.75064366E-06  2.93077047E-05
3.30226780E-01  -2.12403229E-05  2.87485912E-05
3.30510583E-01  -1.18771357E-05  2.90954788E-05
3.30794385E-01  2.84003329E-05  3.01765732E-05
3.31078186E-01  -2.75190347E-05  2.85006158E-05
3.31361984E-01  9.64528225E-06  3.03893016E-05
3.31645781E-01  -3.19226931E-05  2.95105130E-05
3.31929577E-01  -1.19755622E-05  3.00374967E-05
3.32213370E-01  -3.98663159E-05  3.11406624E-05
3.32497163E-01  2.40144549E-05  2.93696484E-05
3.32780953E-01  4.29284087E-06  3.20164388E-05
3.33064742E-01  8.91527552E-06  2.99249785E-05
3.33348529E-01  1.35538849E-05  3.14893931E-05
3.33632315E-01  2.35386635E-05  3.20443765E-05
3.33916099E-01  5.41060164E-05  3.08634391E-05
3.34199881E-01  2.02902342E-05  3.34839909E-05
3.34483662E-01  1.30936998E-05  3.07941493E-05
3.34767441E-01  1.82869864E-05  3.28787393E-05
3.35051218E-01  -2.92456661E-05  3.22458264E-05
3.35334994E-01  -2.60512718E-05  3.29984232E-05
3.35618768E-01  -4.20592619E-05  3.41953800E-05
3.35902541E-01  5.72373236E-05  3.14716167E-05
3.36186311E-01  5.60282991E-05  3.41825292E-05
3.36470081E-01  8.42819665E-06  3.28648581E-05
3.36753848E-01  -3.68528114E-05  3.38998426E-05
3.37037614E-01  -1.16996614E-05  3.47078853E-05
3.37321378E-01  -4.12214324E-05  3.32221899E-05
3.37605141E-01  4.21272047E-05  3.59554877E-05
3.37888902E-01  8.87653380E-06  3.39089883E-05
3.38172661E-01  2.26243358E-06  3.61850661E-05
3.38456418E-01  2.99901980E-06  3.48926183E-05
3.38740174E-01  1.10552571E-05  3.60278679E-05
3.39023929E-01  3.75078506E-05  3.80179630E-05
3.39307681E-01  -5.23838167E-05  3.41995984E-05
3.39591432E-01  1.00083440E-05  3.76105029E-05
3.39875181E-01  6.07306077E-05  3.65062109E-05
3.40158929E-01  5.04976808E-05  3.75266003E-05
3.40442675E-01  -6.00248783E-08  4.06537181E-05
3.40726419E-01  -4.47586316E-05  3.53157472E-05
3.41010162E-01  -1.46545275E-04  3.99140767E-05
3.41293903E-01  -1.31222935E-05  3.63996183E-05
3.41577642E-01  -5.33426507E-05  3.97937945E-05
3.41861380E-01  -3.12300822E-05  3.98360715E-05
3.42145115E-01  -8.64791397E-06  3.87822859E-05
3.42428850E-01  -6.96113777E-07  4.31029287E-05
3.42712582E-01  2.26596248E-05  3.86055151E-05
3.42996313E-01  2.24194784E-05  4.25642693E-05
3.43280042E-01  -1.20651353E-05  4.01723485E-05
3.43563770E-01  4.95707367E-05  4.20790983E-05
3.43847495E-01  5.73511333E-05  4.54192040E-05
3.44131220E-01  -8.55097773E-05  3.84202462E-05
3.44414942E-01  4.06367951E-05  4.78856616E-05
3.44698663E-01  3.93478269E-05  4.14754050E-05
3.44982382E-01  5.89544290E-05  4.72124428E-05
3.45266099E-01  -2.01284123E-05  4.51917971E-05
3.45549815E-01  -2.23974840E-05  4.50158240E-05
3.45833529E-01  -3.48340583E-05  5.01959388E-05
3.46117241E-01  5.70884349E-06  4.39150450E-05
3.46400952E-01  9.27971720E-05  4.94688353E-05
3.46684661E-01  -7.81560323E-05  4.59199366E-05
3.46968368E-01  -8.87040603E-05  5.00468229E-05
3.47252073E-01  -2.23719362E-05  5.43923786E-05
3.47535777E-01  2.14000459E-05  4.68763834E-05
3.47819479E-01  -8.06833141E-05  5.43554155E-05
3.48103179E-01  4.36811711E-05  5.00468224E-05
3.48386878E-01  -1.06897373E-05  5.51459581E-05
3.48670575E-01  -7.46693782E-05  5.72546843E-05
3.48954270E-01  4.92676495E-05  5.07897521E-05
3.49237964E-01  -5.61448661E-05  6.09426232E-05
3.49521656E-01  3.85039758E-05  5.30415159E-05
3.49805346E-01  -1.16709261E-04  6.14464848E-05
3.50089034E-01  -2.52900261E-05  5.87589585E-05
3.50372721E-01  -6.91970478E-05  6.27479753E-05
3.50656406E-01  -5.33601958E-06  6.70658408E-05


### HEADER:
#
#{
#    "Notes": "", 
#    "analysis": {
#        "guinier": {
#            "I0": "0.000273366727897", 
#            "I0_autorg_err": "1.301E-06", 
#            "I0_err": 4.7766479138943285e-06, 
#            "I0_est_err": -1, 
#            "I0_fit_err": 4.7766479138943285e-06, 
#            "Rg": "27.7032844265", 
#            "Rg_autorg_err": "0.1686", 
#            "Rg_err": 0.8030382833366735, 
#            "Rg_est_err": -1, 
#            "Rg_fit_err": 0.8030382833366735, 
#            "nEnd": 152, 
#            "nStart": 35, 
#            "qEnd": "0.04755", 
#            "qRg_max": "1.3173418499873928", 
#            "qRg_min": "0.39442196042571753", 
#            "qStart": "0.01424", 
#            "rsq": "0.7716819260476416"
#        }
#    }, 
#    "calibration_params": {
#        "Beam_Center_X": 899.524331353, 
#        "Beam_Center_Y": 873.713390045, 
#        "Detector_Pixel_Size": 0.172, 
#        "Radial_Average_Method": "RAW", 
#        "Sample-to-detector distance (mm)": 3673.35170219, 
#        "Wavelength (A)": 1.03320164497
#    }, 
#    "config_file": "/nas_data/Pilatus1M/2019_Run3/20191030Hopkins/20191106Workshop/SAXS.cfg", 
#    "counters": {
#        "Coflow_on": "True", 
#        "D_hutch_shutter_open": "True", 
#        "Date": "2019-11-08 22:24:36.204799", 
#        "Exposure time/frame (s)": "0.5", 
#        "Exposure_period/frame_s": "1.0", 
#        "File_prefix": "TS13_027", 
#        "Flow rate (ml/min)": "0.7", 
#        "Front_end_shutter_open": "True", 
#        "I0_gain": "1e+05", 
#        "I1_gain": "1e+06", 
#        "I2_gain": "1e+04", 
#        "I3_gain": "1e+03", 
#        "Instrument": "BioCAT (Sector 18, APS)", 
#        "Number_of_frames": "1900", 
#        "Outlet_flow_rate_mL/min": "1.4", 
#        "Save_directory": "/nas_data/2019_Run3/20191030Hopkins/20191108Sosnick/TS13", 
#        "Sheath_excess_ratio": "2.1", 
#        "Sheath_inlet_flow_rate_including_excess_mL/min": "1.47", 
#        "Sheath_ratio": "0.5", 
#        "Wait_for_trigger": "False"
#    }, 
#    "filename": "S_A_TS13_027_1125.dat", 
#    "history": {
#        "subtraction": {
#            "initial_file": [
#                "A_TS13_027_1125.tif", 
#                {
#                    "averaged_files": [
#                        [
#                            "TS13_027_1125.tif"
#                        ], 
#                        [
#                            "TS13_027_1126.tif"
#                        ], 
#                        [
#                            "TS13_027_1127.tif"
#                        ], 
#                        [
#                            "TS13_027_1128.tif"
#                        ], 
#                        [
#                            "TS13_027_1129.tif"
#                        ], 
#                        [
#                            "TS13_027_1130.tif"
#                        ], 
#                        [
#                            "TS13_027_1131.tif"
#                        ], 
#                        [
#                            "TS13_027_1132.tif"
#                        ], 
#                        [
#                            "TS13_027_1133.tif"
#                        ], 
#                        [
#                            "TS13_027_1134.tif"
#                        ], 
#                        [
#                            "TS13_027_1135.tif"
#                        ], 
#                        [
#                            "TS13_027_1136.tif"
#                        ], 
#                        [
#                            "TS13_027_1137.tif"
#                        ], 
#                        [
#                            "TS13_027_1138.tif"
#                        ], 
#                        [
#                            "TS13_027_1139.tif"
#                        ], 
#                        [
#                            "TS13_027_1140.tif"
#                        ], 
#                        [
#                            "TS13_027_1141.tif"
#                        ], 
#                        [
#                            "TS13_027_1142.tif"
#                        ], 
#                        [
#                            "TS13_027_1143.tif"
#                        ], 
#                        [
#                            "TS13_027_1144.tif"
#                        ], 
#                        [
#                            "TS13_027_1145.tif"
#                        ], 
#                        [
#                            "TS13_027_1146.tif"
#                        ], 
#                        [
#                            "TS13_027_1147.tif"
#                        ], 
#                        [
#                            "TS13_027_1148.tif"
#                        ], 
#                        [
#                            "TS13_027_1149.tif"
#                        ], 
#                        [
#                            "TS13_027_1150.tif"
#                        ], 
#                        [
#                            "TS13_027_1151.tif"
#                        ]
#                    ]
#                }
#            ], 
#            "subtracted_file": [
#                "A_TS13_027_1058.tif", 
#                {
#                    "averaged_files": [
#                        [
#                            "TS13_027_1058.tif"
#                        ], 
#                        [
#                            "TS13_027_1059.tif"
#                        ], 
#                        [
#                            "TS13_027_1060.tif"
#                        ], 
#                        [
#                            "TS13_027_1061.tif"
#                        ], 
#                        [
#                            "TS13_027_1062.tif"
#                        ], 
#                        [
#                            "TS13_027_1063.tif"
#                        ], 
#                        [
#                            "TS13_027_1064.tif"
#                        ], 
#                        [
#                            "TS13_027_1065.tif"
#                        ], 
#                        [
#                            "TS13_027_1066.tif"
#                        ], 
#                        [
#                            "TS13_027_1067.tif"
#                        ], 
#                        [
#                            "TS13_027_1068.tif"
#                        ], 
#                        [
#                            "TS13_027_1069.tif"
#                        ], 
#                        [
#                            "TS13_027_1070.tif"
#                        ], 
#                        [
#                            "TS13_027_1071.tif"
#                        ], 
#                        [
#                            "TS13_027_1072.tif"
#                        ], 
#                        [
#                            "TS13_027_1073.tif"
#                        ], 
#                        [
#                            "TS13_027_1074.tif"
#                        ], 
#                        [
#                            "TS13_027_1075.tif"
#                        ], 
#                        [
#                            "TS13_027_1076.tif"
#                        ], 
#                        [
#                            "TS13_027_1077.tif"
#                        ], 
#                        [
#                            "TS13_027_1078.tif"
#                        ], 
#                        [
#                            "TS13_027_1079.tif"
#                        ], 
#                        [
#                            "TS13_027_1080.tif"
#                        ], 
#                        [
#                            "TS13_027_1081.tif"
#                        ], 
#                        [
#                            "TS13_027_1082.tif"
#                        ], 
#                        [
#                            "TS13_027_1083.tif"
#                        ], 
#                        [
#                            "TS13_027_1084.tif"
#                        ], 
#                        [
#                            "TS13_027_1085.tif"
#                        ], 
#                        [
#                            "TS13_027_1086.tif"
#                        ], 
#                        [
#                            "TS13_027_1087.tif"
#                        ]
#                    ]
#                }
#            ]
#        }
#    }, 
#    "imageHeader": {
#        "Count_cutoff": "1157021 counts", 
#        "Excluded_pixels": "badpix_mask.tif", 
#        "Exposure_period": "1.0025000 s", 
#        "Exposure_time": "1.0000000 s", 
#        "Flat_field": "FF_p10-0130_E12000_T6000_vrf_m0p100.tif", 
#        "Gain_setting": "autog (vrf = 1.000)", 
#        "Image_path": "/ramdisk/20191108Sosnick/TS13/", 
#        "N_excluded_pixels": "35", 
#        "Pixel_size": "172e-6 m x 172e-6 m", 
#        "Ratecorr_lut_directory": "ContinuousStandard_v1.1", 
#        "Retrigger_mode": "1", 
#        "Silicon": "sensor, thickness 0.000450 m", 
#        "Tau": "0 s", 
#        "Threshold_setting": "6000 eV", 
#        "Trim_file": "p10-0130_E12000_T6000.bin"
#    }, 
#    "metadata": {
#        "Detector": "Pilatus3 X 1M"
#    }, 
#    "normalizations": {
#        "Absolute_scale": {
#            "Absolute_scale_factor": 31.13372113799222, 
#            "Ignore_background": true, 
#            "Sample_thickness_[mm]": 1.0
#        }, 
#        "Counter_norms": [
#            [
#                "/", 
#                "I1"
#            ]
#        ], 
#        "Solid_Angle_Correction": "On"
#    }, 
#    "raw_version": "1.6.3"
#}

