Meas Num,Item,Status,Date,Time Stamp,Time(s),Temp(C),Temp Std Dev(C),Intensity(Cnt/s),Intensity Std Dev(Cnt/s),Laser Power(%),Attenuation Level(%),Normalized Intensity(Cnt/s),Normalized Intensity Std Dev(Cnt/s),Set Temp(C),Temp Ramp Rate(C/sec),Laser Monitor(V),Forward Monitor(V),Static Scattering Detector(V),Normalized Static Scattering Detector,Disposable Cuvette,Acq Time(s),Sample,Mw-R Model,Conc(mg/mL),dn/dC(mL/g),A2(mol mL/g^2),RG Model,Cuvette,Solvent Name,Solv Rfr Idx,Solv Visc(cp),Cauchy Coef(nm²),Temperature Model,Amp,Diffusion Coefficient(cm²/s),Radius(nm),Diameter(nm),Pd(nm),%Pd,Pd Index,Mw-R(kDa),Baseline,SOS,Lambda(1/s),Sigma(1/s²),RMS Error,% Acqs Unmarked,# Acqs,# Acqs Unmarked,# Acqs Marked,Mw-S(Da),#Peaks,#Peaks in Range,D10(nm),D50(nm),D90(nm),Span (D90 - D10)/D50,Peak Num,Peak Diffusion Coefficient(cm²/s) (I),Peak Radius(nm) (I),Peak Diameter(nm) (I),Peak Pd(nm) (I),Peak %Pd (I),Peak Pd Index (I),Peak Mw-R(kDa) (I),Peak %Intensity (I),Peak %Mass (I)
23,32.495C,OK,2021-07-15,11:29:09,2.36e+008,32.5,0.0399,1.5e+005,927,100,0,1.5e+005,927,55,0.25,1,0.844,0.0786,0.0785,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.77,3.12e+003,Aqueous,0.665,9.16e-007,3.17,6.35,0.504,15.9,0.159,50.2,1,8.81,2.91e+004,1.19e+004,0.00148,100%,5,5,0,3.06e+004,3,2,,,,,1,8.45e-007,3.44,6.88,0.333,9.66,0.00934,60.7,95.6,100
23,32.495C,OK,2021-07-15,11:29:09,2.36e+008,32.5,0.0399,1.5e+005,927,100,0,1.5e+005,927,55,0.25,1,0.844,0.0786,0.0785,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.77,3.12e+003,Aqueous,0.665,9.16e-007,3.17,6.35,0.504,15.9,0.159,50.2,1,8.81,2.91e+004,1.19e+004,0.00148,100%,5,5,0,3.06e+004,3,2,,,,,2,2.24e-008,130,259,17.7,13.7,0.0186,2.95e+005,4.37,0.0111
24,32.650C,OK,2021-07-15,11:29:47,2.36e+008,32.6,0.0403,1.49e+005,1.49e+003,100,0,1.49e+005,1.49e+003,55,0.25,1,0.844,0.0717,0.0716,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.768,3.12e+003,Aqueous,0.671,9.28e-007,3.14,6.28,0.485,15.5,0.155,48.9,1,13.2,2.95e+004,1.18e+004,0.00144,100%,5,5,0,2.75e+004,3,2,,,,,1,2.6e-006,1.12,2.24,0,0,0,4.38,3.12,52
24,32.650C,OK,2021-07-15,11:29:47,2.36e+008,32.6,0.0403,1.49e+005,1.49e+003,100,0,1.49e+005,1.49e+003,55,0.25,1,0.844,0.0717,0.0716,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.768,3.12e+003,Aqueous,0.671,9.28e-007,3.14,6.28,0.485,15.5,0.155,48.9,1,13.2,2.95e+004,1.18e+004,0.00144,100%,5,5,0,2.75e+004,3,2,,,,,2,7.79e-007,3.74,7.48,0.51,13.6,0.0186,73.7,96.9,48
25,32.806C,OK,2021-07-15,11:30:24,2.36e+008,32.8,0.0396,1.47e+005,655,100,0,1.47e+005,655,55,0.25,1,0.844,0.0694,0.0694,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.765,3.12e+003,Aqueous,0.669,9.27e-007,3.16,6.31,0.43,13.6,0.136,49.6,1,16.1,2.96e+004,1.09e+004,0.00185,100%,5,5,0,2.65e+004,3,2,,,,,1,8.22e-007,3.56,7.12,0.752,21.1,0.0446,65.8,98.9,100
25,32.806C,OK,2021-07-15,11:30:24,2.36e+008,32.8,0.0396,1.47e+005,655,100,0,1.47e+005,655,55,0.25,1,0.844,0.0694,0.0694,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.765,3.12e+003,Aqueous,0.669,9.27e-007,3.16,6.31,0.43,13.6,0.136,49.6,1,16.1,2.96e+004,1.09e+004,0.00185,100%,5,5,0,2.65e+004,3,2,,,,,2,1.43e-008,205,410,17.5,8.54,0.00729,8.61e+005,1.09,0.00217
26,32.961C,OK,2021-07-15,11:31:01,2.36e+008,33,0.0395,1.48e+005,1.02e+003,100,0,1.48e+005,1.02e+003,55,0.25,1,0.844,0.0688,0.0687,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.763,3.12e+003,Aqueous,0.674,9.35e-007,3.15,6.29,0.462,14.7,0.147,49.2,1,9.78,2.98e+004,1.15e+004,0.00157,100%,5,5,0,2.62e+004,2,1,,,,,1,8.11e-007,3.63,7.25,0.458,12.6,0.016,68.6,100,100
27,33.116C,OK,2021-07-15,11:31:38,2.36e+008,33.1,0.0394,1.48e+005,985,100,0,1.48e+005,985,55,0.25,1,0.844,0.0685,0.0685,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.76,3.12e+003,Aqueous,0.674,9.41e-007,3.13,6.26,0.474,15.1,0.151,48.7,1,12.4,2.99e+004,1.18e+004,0.00174,100%,5,5,0,2.61e+004,3,2,,,,,1,8.71e-007,3.38,6.77,0.128,3.78,0.00143,58.3,95.7,100
27,33.116C,OK,2021-07-15,11:31:38,2.36e+008,33.1,0.0394,1.48e+005,985,100,0,1.48e+005,985,55,0.25,1,0.844,0.0685,0.0685,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.76,3.12e+003,Aqueous,0.674,9.41e-007,3.13,6.26,0.474,15.1,0.151,48.7,1,12.4,2.99e+004,1.18e+004,0.00174,100%,5,5,0,2.61e+004,3,2,,,,,2,1.58e-008,186,372,22.1,11.9,0.0141,6.88e+005,4.27,0.0103
28,33.271C,OK,2021-07-15,11:32:16,2.36e+008,33.3,0.0397,1.48e+005,912,100,0,1.48e+005,912,55,0.25,1,0.844,0.0682,0.0681,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.758,3.12e+003,Aqueous,0.673,9.31e-007,3.18,6.36,0.431,13.5,0.135,50.5,1,8.63,2.97e+004,1.09e+004,0.0016,100%,5,5,0,2.59e+004,3,2,,,,,1,2.62e-006,1.13,2.26,0.0409,3.61,0.00131,4.49,5.99,68.8
28,33.271C,OK,2021-07-15,11:32:16,2.36e+008,33.3,0.0397,1.48e+005,912,100,0,1.48e+005,912,55,0.25,1,0.844,0.0682,0.0681,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.758,3.12e+003,Aqueous,0.673,9.31e-007,3.18,6.36,0.431,13.5,0.135,50.5,1,8.63,2.97e+004,1.09e+004,0.0016,100%,5,5,0,2.59e+004,3,2,,,,,2,7.8e-007,3.8,7.6,0.517,13.6,0.0185,76.4,94,31.2
29,33.426C,OK,2021-07-15,11:32:53,2.36e+008,33.4,0.0402,1.48e+005,1.21e+003,100,0,1.48e+005,1.21e+003,55,0.25,1,0.845,0.0681,0.0681,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.756,3.12e+003,Aqueous,0.675,9.39e-007,3.16,6.33,0.41,12.9,0.129,49.8,1,12.4,3e+004,1.07e+004,0.00168,100%,5,5,0,2.59e+004,3,2,,,,,1,1.47e-006,2.02,4.04,0.174,8.61,0.00742,17.5,18.6,62.4
29,33.426C,OK,2021-07-15,11:32:53,2.36e+008,33.4,0.0402,1.48e+005,1.21e+003,100,0,1.48e+005,1.21e+003,55,0.25,1,0.845,0.0681,0.0681,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.756,3.12e+003,Aqueous,0.675,9.39e-007,3.16,6.33,0.41,12.9,0.129,49.8,1,12.4,3e+004,1.07e+004,0.00168,100%,5,5,0,2.59e+004,3,2,,,,,2,7.38e-007,4.02,8.04,0.522,13,0.0169,87.3,81.4,37.6
30,33.581C,OK,2021-07-15,11:33:30,2.36e+008,33.6,0.04,1.48e+005,395,100,0,1.48e+005,395,55,0.25,1,0.845,0.0682,0.0681,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.753,3.12e+003,Aqueous,0.676,9.54e-007,3.13,6.25,0.493,15.8,0.158,48.5,1,17.1,3.03e+004,1.23e+004,0.00149,100%,5,5,0,2.59e+004,2,1,,,,,1,8.03e-007,3.71,7.43,0.965,26,0.0675,72.5,100,100
31,33.736C,OK,2021-07-15,11:34:07,2.36e+008,33.7,0.0398,1.47e+005,909,100,0,1.47e+005,909,55,0.25,1,0.845,0.0683,0.0683,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.751,3.12e+003,Aqueous,0.675,9.49e-007,3.15,6.3,0.419,13.3,0.133,49.4,1,10.8,3.03e+004,1.1e+004,0.00162,100%,5,5,0,2.6e+004,3,2,,,,,1,8.81e-007,3.4,6.79,0.128,3.76,0.00141,58.8,96.9,100
31,33.736C,OK,2021-07-15,11:34:07,2.36e+008,33.7,0.0398,1.47e+005,909,100,0,1.47e+005,909,55,0.25,1,0.845,0.0683,0.0683,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.751,3.12e+003,Aqueous,0.675,9.49e-007,3.15,6.3,0.419,13.3,0.133,49.4,1,10.8,3.03e+004,1.1e+004,0.00162,100%,5,5,0,2.6e+004,3,2,,,,,2,1.16e-008,258,517,22.4,8.66,0.00749,1.48e+006,3.06,0.0092
32,33.892C,OK,2021-07-15,11:34:45,2.36e+008,33.9,0.0398,1.46e+005,1.12e+003,100,0,1.46e+005,1.12e+003,55,0.25,1,0.845,0.0683,0.0682,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.748,3.12e+003,Aqueous,0.676,9.47e-007,3.17,6.34,0.456,14.4,0.144,50.1,1,13.2,3.02e+004,1.15e+004,0.00169,100%,5,5,0,2.6e+004,3,2,,,,,1,4.49e-006,0.669,1.34,0,0,0,1.31,2.94,82.5
32,33.892C,OK,2021-07-15,11:34:45,2.36e+008,33.9,0.0398,1.46e+005,1.12e+003,100,0,1.46e+005,1.12e+003,55,0.25,1,0.845,0.0683,0.0682,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.748,3.12e+003,Aqueous,0.676,9.47e-007,3.17,6.34,0.456,14.4,0.144,50.1,1,13.2,3.02e+004,1.15e+004,0.00169,100%,5,5,0,2.6e+004,3,2,,,,,2,8.14e-007,3.69,7.38,0.46,12.5,0.0155,71.5,97.1,17.5
33,34.047C,OK,2021-07-15,11:35:22,2.36e+008,34,0.0403,1.46e+005,582,100,0,1.46e+005,582,55,0.25,1,0.845,0.0681,0.068,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.746,3.12e+003,Aqueous,0.68,9.59e-007,3.14,6.28,0.472,15,0.15,48.9,1,10.8,3.05e+004,1.2e+004,0.00159,100%,5,5,0,2.59e+004,3,2,,,,,1,8.82e-007,3.41,6.83,0.143,4.19,0.00175,59.6,94.9,100
33,34.047C,OK,2021-07-15,11:35:22,2.36e+008,34,0.0403,1.46e+005,582,100,0,1.46e+005,582,55,0.25,1,0.845,0.0681,0.068,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.746,3.12e+003,Aqueous,0.68,9.59e-007,3.14,6.28,0.472,15,0.15,48.9,1,10.8,3.05e+004,1.2e+004,0.00159,100%,5,5,0,2.59e+004,3,2,,,,,2,1.71e-007,17.6,35.3,0,0,0,2.78e+003,5.09,0.0412
34,34.203C,OK,2021-07-15,11:35:59,2.36e+008,34.2,0.0404,1.46e+005,1.08e+003,100,0,1.46e+005,1.08e+003,55,0.25,1,0.845,0.0681,0.068,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.744,3.12e+003,Aqueous,0.679,9.67e-007,3.13,6.26,0.457,14.6,0.146,48.6,1,11.8,3.08e+004,1.19e+004,0.00169,100%,5,5,0,2.59e+004,3,2,,,,,1,2.6e-006,1.16,2.32,1.64e-016,1.41e-014,1.99e-032,4.78,5.95,66.4
34,34.203C,OK,2021-07-15,11:35:59,2.36e+008,34.2,0.0404,1.46e+005,1.08e+003,100,0,1.46e+005,1.08e+003,55,0.25,1,0.845,0.0681,0.068,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.744,3.12e+003,Aqueous,0.679,9.67e-007,3.13,6.26,0.457,14.6,0.146,48.6,1,11.8,3.08e+004,1.19e+004,0.00169,100%,5,5,0,2.59e+004,3,2,,,,,2,8.03e-007,3.77,7.54,0.491,13,0.017,75,94.1,33.6
35,34.359C,OK,2021-07-15,11:36:37,2.36e+008,34.4,0.0405,1.45e+005,825,100,0,1.45e+005,825,55,0.25,1,0.846,0.068,0.0679,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.742,3.12e+003,Aqueous,0.676,9.53e-007,3.19,6.38,0.418,13.1,0.131,50.8,1,7.95,3.04e+004,1.1e+004,0.00142,100%,5,5,0,2.58e+004,3,2,,,,,1,9.01e-007,3.37,6.74,0.27,8,0.0064,57.9,95.3,100
35,34.359C,OK,2021-07-15,11:36:37,2.36e+008,34.4,0.0405,1.45e+005,825,100,0,1.45e+005,825,55,0.25,1,0.846,0.068,0.0679,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.742,3.12e+003,Aqueous,0.676,9.53e-007,3.19,6.38,0.418,13.1,0.131,50.8,1,7.95,3.04e+004,1.1e+004,0.00142,100%,5,5,0,2.58e+004,3,2,,,,,2,9.63e-008,31.5,63.1,2.68,8.51,0.00724,1.08e+004,4.71,0.00758
36,34.515C,OK,2021-07-15,11:37:14,2.36e+008,34.5,0.0404,1.46e+005,1.79e+003,100,0,1.46e+005,1.79e+003,55,0.25,1,0.846,0.0683,0.0682,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.739,3.12e+003,Aqueous,0.678,9.45e-007,3.22,6.45,0.462,14.3,0.143,52,1,9.1,3.01e+004,1.15e+004,0.00147,100%,5,5,0,2.6e+004,3,2,,,,,1,9.1e-007,3.35,6.7,0.302,9.03,0.00816,56.9,94.1,100
36,34.515C,OK,2021-07-15,11:37:14,2.36e+008,34.5,0.0404,1.46e+005,1.79e+003,100,0,1.46e+005,1.79e+003,55,0.25,1,0.846,0.0683,0.0682,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.739,3.12e+003,Aqueous,0.678,9.45e-007,3.22,6.45,0.462,14.3,0.143,52,1,9.1,3.01e+004,1.15e+004,0.00147,100%,5,5,0,2.6e+004,3,2,,,,,2,3.59e-008,84.8,170,10.1,11.9,0.0143,1.09e+005,5.89,0.00331
37,34.671C,OK,2021-07-15,11:37:52,2.36e+008,34.7,0.0397,1.44e+005,559,100,0,1.44e+005,559,55,0.25,1,0.845,0.0683,0.0682,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.737,3.12e+003,Aqueous,0.675,9.61e-007,3.18,6.37,0.385,12.1,0.121,50.6,1,8.59,3.07e+004,1.05e+004,0.00159,100%,5,5,0,2.6e+004,3,2,,,,,1,2.99e-006,1.02,2.05,0.14,13.6,0.0186,3.56,4.58,70.2
37,34.671C,OK,2021-07-15,11:37:52,2.36e+008,34.7,0.0397,1.44e+005,559,100,0,1.44e+005,559,55,0.25,1,0.845,0.0683,0.0682,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.737,3.12e+003,Aqueous,0.675,9.61e-007,3.18,6.37,0.385,12.1,0.121,50.6,1,8.59,3.07e+004,1.05e+004,0.00159,100%,5,5,0,2.6e+004,3,2,,,,,2,8.29e-007,3.69,7.38,0.42,11.4,0.0129,71.5,95.4,29.8
38,34.827C,OK,2021-07-15,11:38:29,2.36e+008,34.8,0.0395,1.44e+005,721,100,0,1.44e+005,721,55,0.25,1,0.845,0.0685,0.0684,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.735,3.12e+003,Aqueous,0.674,9.82e-007,3.12,6.25,0.45,14.4,0.144,48.4,1,13,3.13e+004,1.2e+004,0.00165,100%,5,5,0,2.6e+004,3,2,,,,,1,8.79e-007,3.49,6.98,0.105,3.02,0.000911,62.7,98.6,100
38,34.827C,OK,2021-07-15,11:38:29,2.36e+008,34.8,0.0395,1.44e+005,721,100,0,1.44e+005,721,55,0.25,1,0.845,0.0685,0.0684,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.735,3.12e+003,Aqueous,0.674,9.82e-007,3.12,6.25,0.45,14.4,0.144,48.4,1,13,3.13e+004,1.2e+004,0.00165,100%,5,5,0,2.6e+004,3,2,,,,,2,6.38e-009,481,962,32.5,6.77,0.00458,6.34e+006,1.4,0.0085
39,34.982C,OK,2021-07-15,11:39:07,2.36e+008,35,0.0397,1.44e+005,318,100,0,1.44e+005,318,55,0.25,1,0.846,0.0684,0.0683,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.732,3.12e+003,Aqueous,0.673,9.62e-007,3.2,6.41,0.394,12.3,0.123,51.3,1,10.7,3.07e+004,1.07e+004,0.00157,100%,5,5,0,2.6e+004,3,1,,,,,1,8.58e-007,3.59,7.18,0.273,7.59,0.00577,67.1,100,100
40,35.138C,OK,2021-07-15,11:39:44,2.36e+008,35.1,0.0396,1.43e+005,1.38e+003,100,0,1.43e+005,1.38e+003,55,0.25,1,0.846,0.0684,0.0683,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.73,3.12e+003,Aqueous,0.677,9.9e-007,3.12,6.24,0.473,15.2,0.152,48.2,1,15.3,3.15e+004,1.25e+004,0.00159,100%,5,5,0,2.6e+004,4,2,,,,,1,9.53e-007,3.24,6.48,0.399,12.3,0.0151,52.8,88.9,99.5
40,35.138C,OK,2021-07-15,11:39:44,2.36e+008,35.1,0.0396,1.43e+005,1.38e+003,100,0,1.43e+005,1.38e+003,55,0.25,1,0.846,0.0684,0.0683,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.73,3.12e+003,Aqueous,0.677,9.9e-007,3.12,6.24,0.473,15.2,0.152,48.2,1,15.3,3.15e+004,1.25e+004,0.00159,100%,5,5,0,2.6e+004,4,2,,,,,2,3.32e-007,9.32,18.6,1.25,13.4,0.018,624,11.1,0.535
41,35.294C,OK,2021-07-15,11:40:21,2.36e+008,35.3,0.0399,1.42e+005,748,100,0,1.42e+005,748,55,0.25,1,0.846,0.0681,0.0681,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.728,3.12e+003,Aqueous,0.68,9.94e-007,3.12,6.25,0.475,15.2,0.152,48.3,1,16.7,3.16e+004,1.25e+004,0.00207,100%,5,5,0,2.59e+004,4,3,,,,,1,4.82e-006,0.644,1.29,0.0743,11.5,0.0133,1.2,1.61,70.3
41,35.294C,OK,2021-07-15,11:40:21,2.36e+008,35.3,0.0399,1.42e+005,748,100,0,1.42e+005,748,55,0.25,1,0.846,0.0681,0.0681,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.728,3.12e+003,Aqueous,0.68,9.94e-007,3.12,6.25,0.475,15.2,0.152,48.3,1,16.7,3.16e+004,1.25e+004,0.00207,100%,5,5,0,2.59e+004,4,3,,,,,2,8.87e-007,3.5,6.99,0.714,20.4,0.0416,63,94.9,29.7
41,35.294C,OK,2021-07-15,11:40:21,2.36e+008,35.3,0.0399,1.42e+005,748,100,0,1.42e+005,748,55,0.25,1,0.846,0.0681,0.0681,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.728,3.12e+003,Aqueous,0.68,9.94e-007,3.12,6.25,0.475,15.2,0.152,48.3,1,16.7,3.16e+004,1.25e+004,0.00207,100%,5,5,0,2.59e+004,4,3,,,,,3,7.4e-008,41.9,83.8,2.98,7.1,0.00504,2.11e+004,3.54,0.000827
42,35.450C,OK,2021-07-15,11:40:59,2.36e+008,35.5,0.04,1.43e+005,1.19e+003,100,0,1.43e+005,1.19e+003,55,0.25,1,0.845,0.0682,0.0682,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.726,3.12e+003,Aqueous,0.68,9.79e-007,3.18,6.37,0.479,15,0.15,50.6,1,16,3.11e+004,1.22e+004,0.00171,100%,5,5,0,2.6e+004,3,2,,,,,1,9.24e-007,3.37,6.75,0.352,10.4,0.0109,57.9,93.7,100
42,35.450C,OK,2021-07-15,11:40:59,2.36e+008,35.5,0.04,1.43e+005,1.19e+003,100,0,1.43e+005,1.19e+003,55,0.25,1,0.845,0.0682,0.0682,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.726,3.12e+003,Aqueous,0.68,9.79e-007,3.18,6.37,0.479,15,0.15,50.6,1,16,3.11e+004,1.22e+004,0.00171,100%,5,5,0,2.6e+004,3,2,,,,,2,1.74e-007,18,35.9,1.12,6.21,0.00386,2.9e+003,6.32,0.0461
43,35.607C,OK,2021-07-15,11:41:36,2.36e+008,35.6,0.04,1.42e+005,2.6e+003,100,0,1.42e+005,2.6e+003,55,0.25,1,0.846,0.0682,0.0681,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.723,3.12e+003,Aqueous,0.678,9.94e-007,3.14,6.29,0.506,16.1,0.161,49.1,1,11.8,3.15e+004,1.3e+004,0.00161,100%,5,5,0,2.59e+004,3,2,,,,,1,1.27e-006,2.46,4.92,0.317,12.9,0.0166,27.7,40.9,84.4
43,35.607C,OK,2021-07-15,11:41:36,2.36e+008,35.6,0.04,1.42e+005,2.6e+003,100,0,1.42e+005,2.6e+003,55,0.25,1,0.846,0.0682,0.0681,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.723,3.12e+003,Aqueous,0.678,9.94e-007,3.14,6.29,0.506,16.1,0.161,49.1,1,11.8,3.15e+004,1.3e+004,0.00161,100%,5,5,0,2.59e+004,3,2,,,,,2,6.58e-007,4.75,9.49,0.287,6.04,0.00365,129,59.1,15.6
44,35.764C,OK,2021-07-15,11:42:14,2.36e+008,35.8,0.0398,1.41e+005,917,100,0,1.41e+005,917,55,0.25,1,0.846,0.0681,0.068,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.721,3.12e+003,Aqueous,0.674,9.89e-007,3.17,6.35,0.453,14.3,0.143,50.2,1,10.1,3.15e+004,1.2e+004,0.00162,100%,5,5,0,2.59e+004,3,3,,,,,1,5.61e-006,0.559,1.12,0.0614,11,0.0121,0.864,2.21,84.3
44,35.764C,OK,2021-07-15,11:42:14,2.36e+008,35.8,0.0398,1.41e+005,917,100,0,1.41e+005,917,55,0.25,1,0.846,0.0681,0.068,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.721,3.12e+003,Aqueous,0.674,9.89e-007,3.17,6.35,0.453,14.3,0.143,50.2,1,10.1,3.15e+004,1.2e+004,0.00162,100%,5,5,0,2.59e+004,3,3,,,,,2,9.21e-007,3.41,6.81,0.348,10.2,0.0104,59.2,90.5,15.7
44,35.764C,OK,2021-07-15,11:42:14,2.36e+008,35.8,0.0398,1.41e+005,917,100,0,1.41e+005,917,55,0.25,1,0.846,0.0681,0.068,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.721,3.12e+003,Aqueous,0.674,9.89e-007,3.17,6.35,0.453,14.3,0.143,50.2,1,10.1,3.15e+004,1.2e+004,0.00162,100%,5,5,0,2.59e+004,3,3,,,,,3,2.65e-007,11.8,23.6,1.59,13.4,0.0181,1.09e+003,7.27,0.0315
45,35.920C,OK,2021-07-15,11:42:52,2.36e+008,35.9,0.0398,1.4e+005,820,100,0,1.4e+005,820,55,0.25,1,0.846,0.0681,0.068,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.719,3.12e+003,Aqueous,0.672,9.91e-007,3.18,6.35,0.367,11.6,0.116,50.3,1,12.7,3.17e+004,1.06e+004,0.00178,100%,5,5,0,2.59e+004,3,2,,,,,1,9.42e-007,3.34,6.67,0.392,11.8,0.0138,56.5,96.2,100
45,35.920C,OK,2021-07-15,11:42:52,2.36e+008,35.9,0.0398,1.4e+005,820,100,0,1.4e+005,820,55,0.25,1,0.846,0.0681,0.068,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.719,3.12e+003,Aqueous,0.672,9.91e-007,3.18,6.35,0.367,11.6,0.116,50.3,1,12.7,3.17e+004,1.06e+004,0.00178,100%,5,5,0,2.59e+004,3,2,,,,,2,4.37e-008,72,144,0,0,0,7.47e+004,3.81,0.00154
46,36.077C,OK,2021-07-15,11:43:29,2.36e+008,36.1,0.0395,1.41e+005,1.15e+003,100,0,1.41e+005,1.15e+003,55,0.25,1,0.847,0.069,0.0689,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.717,3.12e+003,Aqueous,0.676,9.97e-007,3.17,6.34,0.447,14.1,0.141,50.1,1,11.1,3.18e+004,1.2e+004,0.00152,100%,5,5,0,2.63e+004,4,2,,,,,1,9.17e-007,3.45,6.89,0.337,9.78,0.00957,60.9,96.8,100
46,36.077C,OK,2021-07-15,11:43:29,2.36e+008,36.1,0.0395,1.41e+005,1.15e+003,100,0,1.41e+005,1.15e+003,55,0.25,1,0.847,0.069,0.0689,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.717,3.12e+003,Aqueous,0.676,9.97e-007,3.17,6.34,0.447,14.1,0.141,50.1,1,11.1,3.18e+004,1.2e+004,0.00152,100%,5,5,0,2.63e+004,4,2,,,,,2,2.31e-008,137,273,18,13.1,0.0173,3.34e+005,3.17,0.0143
